subj,type,item,condition,order,region,word,position,RT,logW,Wlength,Nstrokes
11,F2,3,a,TSV,3,几位,d2,456,2.76,2,9
11,F2,3,a,TSV,4,影星,na,597,2.24,2,24
11,F2,3,a,TSV,5,都,adv2,492,5.25,1,10
11,F2,3,a,TSV,6,演过,v,530,3.23,2,20
11,F2,3,a,TSV,7,而且,-,512,4.29,2,11
11,F2,3,a,TSV,8,演得,-,481,3.21,2,25
11,F2,3,a,TSV,9,各有特色。,-,663,3.46,4,28
11,F2,3,a,TSV,?,Y,1,2790,,,
11,F2,10,b,SVO,0,差不多,adv1,371,3.52,3,19
11,F2,10,b,SVO,1,各国,d2,540,1.83,2,14
11,F2,10,b,SVO,2,华人,na,466,1.42,2,8
11,F2,10,b,SVO,3,都,adv2,407,5.25,1,10
11,F2,10,b,SVO,4,会看,v,479,3.74,2,15
11,F2,10,b,SVO,5,春节,d1,527,0.78,2,14
11,F2,10,b,SVO,6,晚会,np,475,2.82,2,17
11,F2,10,b,SVO,7,而且,-,555,4.29,2,11
11,F2,10,b,SVO,8,会评论。,-,812,3.6,3,19
11,F2,10,b,SVO,?,Y,1,2213,,,
11,F2,16,b,SVO,0,应该,adv1,439,4.58,2,15
11,F2,16,b,SVO,1,许多,d2,394,3.3,2,12
11,F2,16,b,SVO,2,客户,na,399,3.34,2,13
11,F2,16,b,SVO,3,都,adv2,417,5.25,1,10
11,F2,16,b,SVO,4,想买,v,477,3.53,2,19
11,F2,16,b,SVO,5,那款,d1,389,3.45,2,18
11,F2,16,b,SVO,6,汽车,np,416,3.38,2,11
11,F2,16,b,SVO,7,可是,-,455,4.07,2,14
11,F2,16,b,SVO,8,买不起。,-,616,1.73,3,20
11,F2,16,b,SVO,?,Y,1,1105,,,
11,F2,14,b,SVO,0,至少,adv1,462,3.83,2,10
11,F2,14,b,SVO,1,公司,d2,505,4,2,9
11,F2,14,b,SVO,2,员工,na,517,3.05,2,10
11,F2,14,b,SVO,3,都,adv2,433,5.25,1,10
11,F2,14,b,SVO,4,知道,v,455,5.29,2,20
11,F2,14,b,SVO,5,这条,d1,454,3.65,2,14
11,F2,14,b,SVO,6,规定,np,428,3.12,2,16
11,F2,14,b,SVO,7,并且,-,410,3.64,2,11
11,F2,14,b,SVO,8,必须,-,424,4.29,2,14
11,F2,14,b,SVO,9,遵守。,-,460,2.88,2,21
11,F2,14,b,SVO,?,Y,1,1477,,,
11,F2,13,a,TSV,0,这类,d1,418,3.63,2,16
11,F2,13,a,TSV,1,麻烦事,np,474,2,3,29
11,F2,13,a,TSV,2,恐怕,adv1,483,3.35,2,18
11,F2,13,a,TSV,3,每个,d2,472,3.94,2,10
11,F2,13,a,TSV,4,科学家,na,506,2.89,3,27
11,F2,13,a,TSV,5,都,adv2,390,5.25,1,10
11,F2,13,a,TSV,6,碰到过,v,616,3.23,3,27
11,F2,13,a,TSV,7,许多,-,780,3.3,2,12
11,F2,13,a,TSV,8,次了。,-,439,4.17,2,8
11,F2,13,a,TSV,?,N,1,1377,,,
11,F2,6,b,SVO,0,也许,adv1,430,4.42,2,9
11,F2,6,b,SVO,1,很多,d2,445,4.17,2,15
11,F2,6,b,SVO,2,同学,na,464,3.01,2,14
11,F2,6,b,SVO,3,都,adv2,542,5.25,1,10
11,F2,6,b,SVO,4,读过,v,531,3.24,2,16
11,F2,6,b,SVO,5,这本,d1,399,3.65,2,12
11,F2,6,b,SVO,6,小说,np,466,2.99,2,12
11,F2,6,b,SVO,7,不止,-,449,2.88,2,8
11,F2,6,b,SVO,8,一遍。,-,466,3.49,2,13
11,F2,6,b,SVO,?,N,1,1095,,,
11,F2,4,b,SVO,0,可能,adv1,472,4.65,2,15
11,F2,4,b,SVO,1,多数,d2,1346,2.48,2,19
11,F2,4,b,SVO,2,观众,na,424,3.4,2,12
11,F2,4,b,SVO,3,都,adv2,367,5.25,1,10
11,F2,4,b,SVO,4,熟悉,v,435,3.09,2,26
11,F2,4,b,SVO,5,这部,d1,396,2.73,2,17
11,F2,4,b,SVO,6,影片,np,388,2.66,2,19
11,F2,4,b,SVO,7,而且,-,428,4.29,2,11
11,F2,4,b,SVO,8,记忆犹新。,-,660,1.56,4,29
11,F2,4,b,SVO,?,N,1,1011,,,
11,F2,15,a,TSV,0,那份,d1,412,3.47,2,12
11,F2,15,a,TSV,1,工作,np,478,4.48,2,10
11,F2,15,a,TSV,2,肯定,adv1,648,4.27,2,16
11,F2,15,a,TSV,3,几位,d2,497,2.76,2,9
11,F2,15,a,TSV,4,求职者,na,1473,0.48,3,26
11,F2,15,a,TSV,5,都,adv2,480,5.25,1,10
11,F2,15,a,TSV,6,想要,v,606,3.83,2,22
11,F2,15,a,TSV,7,但是,-,449,4.72,2,16
11,F2,15,a,TSV,8,都没,-,407,3.7,2,17
11,F2,15,a,TSV,9,得到。,-,456,4.05,2,19
11,F2,15,a,TSV,?,N,1,1303,,,
12,F2,12,b,SVO,0,好像,adv1,405,4.05,2,19
12,F2,12,b,SVO,1,班上,d2,409,3.24,2,13
12,F2,12,b,SVO,2,小朋友,na,392,2.66,3,15
12,F2,12,b,SVO,3,都,adv2,319,5.25,1,10
12,F2,12,b,SVO,4,吃过,v,276,3.32,2,12
12,F2,12,b,SVO,5,那种,d1,314,3.6,2,15
12,F2,12,b,SVO,6,饼干,np,312,3.03,2,12
12,F2,12,b,SVO,7,许多,-,327,3.3,2,12
12,F2,12,b,SVO,8,次了。,-,358,4.17,2,8
12,F2,12,b,SVO,?,Y,1,2741,,,
12,F2,10,b,SVO,0,差不多,adv1,310,3.52,3,19
12,F2,10,b,SVO,1,各国,d2,193,1.83,2,14
12,F2,10,b,SVO,2,华人,na,439,1.42,2,8
12,F2,10,b,SVO,3,都,adv2,318,5.25,1,10
12,F2,10,b,SVO,4,会看,v,299,3.74,2,15
12,F2,10,b,SVO,5,春节,d1,334,0.78,2,14
12,F2,10,b,SVO,6,晚会,np,337,2.82,2,17
12,F2,10,b,SVO,7,而且,-,308,4.29,2,11
12,F2,10,b,SVO,8,会评论。,-,558,3.6,3,19
12,F2,10,b,SVO,?,Y,1,1129,,,
12,F2,5,a,TSV,0,这种,d1,474,4.16,2,16
12,F2,5,a,TSV,1,活动,np,241,3.45,2,15
12,F2,5,a,TSV,2,似乎,adv1,235,3.5,2,11
12,F2,5,a,TSV,3,不少,d2,283,3.29,2,8
12,F2,5,a,TSV,4,学者,na,296,2.27,2,16
12,F2,5,a,TSV,5,都,adv2,451,5.25,1,10
12,F2,5,a,TSV,6,厌恶,v,411,2.61,2,16
12,F2,5,a,TSV,7,却,-,312,4.13,1,7
12,F2,5,a,TSV,8,还得,-,264,3.55,2,18
12,F2,5,a,TSV,9,参加。,-,508,3.91,2,13
12,F2,5,a,TSV,?,Y,1,1576,,,
12,F2,9,a,TSV,0,那台,d1,280,3.46,2,11
12,F2,9,a,TSV,1,电脑,np,207,3.51,2,15
12,F2,9,a,TSV,2,大概,adv1,219,3.68,2,16
12,F2,9,a,TSV,3,很多,d2,291,4.17,2,15
12,F2,9,a,TSV,4,青年,na,373,2.51,2,14
12,F2,9,a,TSV,5,都,adv2,345,5.25,1,10
12,F2,9,a,TSV,6,喜欢,v,275,4.66,2,18
12,F2,9,a,TSV,7,而且,-,285,4.29,2,11
12,F2,9,a,TSV,8,会用。,-,337,3.68,2,11
12,F2,9,a,TSV,?,N,1,1296,,,
12,F2,6,b,SVO,0,也许,adv1,257,4.42,2,9
12,F2,6,b,SVO,1,很多,d2,263,4.17,2,15
12,F2,6,b,SVO,2,同学,na,263,3.01,2,14
12,F2,6,b,SVO,3,都,adv2,247,5.25,1,10
12,F2,6,b,SVO,4,读过,v,287,3.24,2,16
12,F2,6,b,SVO,5,这本,d1,330,3.65,2,12
12,F2,6,b,SVO,6,小说,np,230,2.99,2,12
12,F2,6,b,SVO,7,不止,-,277,2.88,2,8
12,F2,6,b,SVO,8,一遍。,-,452,3.49,2,13
12,F2,6,b,SVO,?,N,1,1884,,,
12,F2,1,a,TSV,0,这个,d1,402,4.96,2,10
12,F2,1,a,TSV,1,汉字,np,540,1.2,2,11
12,F2,1,a,TSV,2,几乎,adv1,323,3.45,2,7
12,F2,1,a,TSV,3,所有,d2,360,4.44,2,14
12,F2,1,a,TSV,4,学生,na,327,3.47,2,13
12,F2,1,a,TSV,5,都,adv2,396,5.25,1,10
12,F2,1,a,TSV,6,认识,v,245,4.16,2,11
12,F2,1,a,TSV,7,而且,-,223,4.29,2,11
12,F2,1,a,TSV,8,会写。,-,493,3.62,2,11
12,F2,1,a,TSV,?,Y,1,911,,,
12,F2,11,a,TSV,0,那套,d1,513,3.46,2,16
12,F2,11,a,TSV,1,衣服,np,347,3.91,2,14
12,F2,11,a,TSV,2,好像,adv1,262,4.05,2,19
12,F2,11,a,TSV,3,几位,d2,333,2.76,2,9
12,F2,11,a,TSV,4,姑娘,na,291,3.58,2,18
12,F2,11,a,TSV,5,都,adv2,328,5.25,1,10
12,F2,11,a,TSV,6,买了,v,312,4.16,2,8
12,F2,11,a,TSV,7,却,-,314,4.13,1,7
12,F2,11,a,TSV,8,不敢穿。,-,502,3.85,3,24
12,F2,11,a,TSV,?,N,1,1350,,,
12,F2,14,b,SVO,0,至少,adv1,388,3.83,2,10
12,F2,14,b,SVO,1,公司,d2,309,4,2,9
12,F2,14,b,SVO,2,员工,na,388,3.05,2,10
12,F2,14,b,SVO,3,都,adv2,326,5.25,1,10
12,F2,14,b,SVO,4,知道,v,333,5.29,2,20
12,F2,14,b,SVO,5,这条,d1,272,3.65,2,14
12,F2,14,b,SVO,6,规定,np,244,3.12,2,16
12,F2,14,b,SVO,7,并且,-,272,3.64,2,11
12,F2,14,b,SVO,8,必须,-,245,4.29,2,14
12,F2,14,b,SVO,9,遵守。,-,325,2.88,2,21
12,F2,14,b,SVO,?,Y,1,875,,,
12,F2,4,b,SVO,0,可能,adv1,318,4.65,2,15
12,F2,4,b,SVO,1,多数,d2,245,2.48,2,19
12,F2,4,b,SVO,2,观众,na,278,3.4,2,12
12,F2,4,b,SVO,3,都,adv2,295,5.25,1,10
12,F2,4,b,SVO,4,熟悉,v,276,3.09,2,26
12,F2,4,b,SVO,5,这部,d1,269,2.73,2,17
12,F2,4,b,SVO,6,影片,np,269,2.66,2,19
12,F2,4,b,SVO,7,而且,-,242,4.29,2,11
12,F2,4,b,SVO,8,记忆犹新。,-,462,1.56,4,29
12,F2,4,b,SVO,?,N,1,822,,,
12,F2,2,b,SVO,0,估计,adv1,297,3.24,2,11
12,F2,2,b,SVO,1,许多,d2,236,3.3,2,12
12,F2,2,b,SVO,2,孩子,na,219,4.57,2,12
12,F2,2,b,SVO,3,都,adv2,280,5.25,1,10
12,F2,2,b,SVO,4,爱听,v,264,3.11,2,17
12,F2,2,b,SVO,5,这首,d1,340,3.64,2,16
12,F2,2,b,SVO,6,儿歌,np,278,1.51,2,16
12,F2,2,b,SVO,7,并且,-,278,3.64,2,11
12,F2,2,b,SVO,8,爱唱。,-,359,2.75,2,21
12,F2,2,b,SVO,?,N,1,1031,,,
12,F2,16,b,SVO,0,应该,adv1,221,4.58,2,15
12,F2,16,b,SVO,1,许多,d2,293,3.3,2,12
12,F2,16,b,SVO,2,客户,na,238,3.34,2,13
12,F2,16,b,SVO,3,都,adv2,223,5.25,1,10
12,F2,16,b,SVO,4,想买,v,240,3.53,2,19
12,F2,16,b,SVO,5,那款,d1,238,3.45,2,18
12,F2,16,b,SVO,6,汽车,np,247,3.38,2,11
12,F2,16,b,SVO,7,可是,-,267,4.07,2,14
12,F2,16,b,SVO,8,买不起。,-,424,1.73,3,20
12,F2,16,b,SVO,?,Y,1,918,,,
12,F2,7,a,TSV,0,那个,d1,300,4.62,2,9
12,F2,7,a,TSV,1,城市,np,187,3.52,2,14
12,F2,7,a,TSV,2,或许,adv1,200,3.92,2,14
12,F2,7,a,TSV,3,几位,d2,225,2.76,2,9
12,F2,7,a,TSV,4,同事,na,280,3.14,2,14
12,F2,7,a,TSV,5,都,adv2,357,5.25,1,10
12,F2,7,a,TSV,6,去过,v,364,3.61,2,11
12,F2,7,a,TSV,7,好几趟了。,-,455,3.99,4,25
12,F2,7,a,TSV,?,Y,1,748,,,
12,F2,13,a,TSV,0,这类,d1,498,3.63,2,16
12,F2,13,a,TSV,1,麻烦事,np,514,2,3,29
12,F2,13,a,TSV,2,恐怕,adv1,399,3.35,2,18
12,F2,13,a,TSV,3,每个,d2,370,3.94,2,10
12,F2,13,a,TSV,4,科学家,na,275,2.89,3,27
12,F2,13,a,TSV,5,都,adv2,312,5.25,1,10
12,F2,13,a,TSV,6,碰到过,v,238,3.23,3,27
12,F2,13,a,TSV,7,许多,-,226,3.3,2,12
12,F2,13,a,TSV,8,次了。,-,311,4.17,2,8
12,F2,13,a,TSV,?,N,1,962,,,
12,F2,15,a,TSV,0,那份,d1,311,3.47,2,12
12,F2,15,a,TSV,1,工作,np,226,4.48,2,10
12,F2,15,a,TSV,2,肯定,adv1,231,4.27,2,16
12,F2,15,a,TSV,3,几位,d2,253,2.76,2,9
12,F2,15,a,TSV,4,求职者,na,249,0.48,3,26
12,F2,15,a,TSV,5,都,adv2,351,5.25,1,10
12,F2,15,a,TSV,6,想要,v,369,3.83,2,22
12,F2,15,a,TSV,7,但是,-,287,4.72,2,16
12,F2,15,a,TSV,8,都没,-,265,3.7,2,17
12,F2,15,a,TSV,9,得到。,-,396,4.05,2,19
12,F2,15,a,TSV,?,N,1,1034,,,
12,F2,8,b,SVO,0,恐怕,adv1,304,3.35,2,18
12,F2,8,b,SVO,1,每个,d2,282,3.94,2,10
12,F2,8,b,SVO,2,学生,na,265,3.47,2,13
12,F2,8,b,SVO,3,都,adv2,282,5.25,1,10
12,F2,8,b,SVO,4,会背,v,213,3.6,2,15
12,F2,8,b,SVO,5,这首,d1,227,3.64,2,16
12,F2,8,b,SVO,6,唐诗,np,305,1.23,2,18
12,F2,8,b,SVO,7,但,-,242,4.83,1,7
12,F2,8,b,SVO,8,不一定,-,232,4.02,3,13
12,F2,8,b,SVO,9,能理解。,-,392,3.41,3,34
12,F2,8,b,SVO,?,N,1,899,,,
12,F2,3,a,TSV,0,这个,d1,260,4.96,2,10
12,F2,3,a,TSV,1,角色,np,227,3.38,2,13
12,F2,3,a,TSV,2,好像,adv1,213,4.05,2,19
12,F2,3,a,TSV,3,几位,d2,240,2.76,2,9
12,F2,3,a,TSV,4,影星,na,244,2.24,2,24
12,F2,3,a,TSV,5,都,adv2,230,5.25,1,10
12,F2,3,a,TSV,6,演过,v,320,3.23,2,20
12,F2,3,a,TSV,7,而且,-,279,4.29,2,11
12,F2,3,a,TSV,8,演得,-,258,3.21,2,25
12,F2,3,a,TSV,9,各有特色。,-,491,3.46,4,28
12,F2,3,a,TSV,?,Y,1,766,,,
13,F2,12,b,SVO,0,好像,adv1,551,4.05,2,19
13,F2,12,b,SVO,1,班上,d2,546,3.24,2,13
13,F2,12,b,SVO,2,小朋友,na,660,2.66,3,15
13,F2,12,b,SVO,3,都,adv2,793,5.25,1,10
13,F2,12,b,SVO,4,吃过,v,715,3.32,2,12
13,F2,12,b,SVO,5,那种,d1,584,3.6,2,15
13,F2,12,b,SVO,6,饼干,np,567,3.03,2,12
13,F2,12,b,SVO,7,许多,-,939,3.3,2,12
13,F2,12,b,SVO,8,次了。,-,1025,4.17,2,8
13,F2,12,b,SVO,?,Y,1,789,,,
13,F2,10,b,SVO,0,差不多,adv1,1451,3.52,3,19
13,F2,10,b,SVO,1,各国,d2,869,1.83,2,14
13,F2,10,b,SVO,2,华人,na,880,1.42,2,8
13,F2,10,b,SVO,3,都,adv2,440,5.25,1,10
13,F2,10,b,SVO,4,会看,v,616,3.74,2,15
13,F2,10,b,SVO,5,春节,d1,624,0.78,2,14
13,F2,10,b,SVO,6,晚会,np,578,2.82,2,17
13,F2,10,b,SVO,7,而且,-,1057,4.29,2,11
13,F2,10,b,SVO,8,会评论。,-,941,3.6,3,19
13,F2,10,b,SVO,?,Y,1,2494,,,
13,F2,11,a,TSV,0,那套,d1,662,3.46,2,16
13,F2,11,a,TSV,1,衣服,np,620,3.91,2,14
13,F2,11,a,TSV,2,好像,adv1,1012,4.05,2,19
13,F2,11,a,TSV,3,几位,d2,797,2.76,2,9
13,F2,11,a,TSV,4,姑娘,na,920,3.58,2,18
13,F2,11,a,TSV,5,都,adv2,508,5.25,1,10
13,F2,11,a,TSV,6,买了,v,462,4.16,2,8
13,F2,11,a,TSV,7,却,-,565,4.13,1,7
13,F2,11,a,TSV,8,不敢穿。,-,1753,3.85,3,24
13,F2,11,a,TSV,?,N,1,1000,,,
13,F2,1,a,TSV,0,这个,d1,1424,4.96,2,10
13,F2,1,a,TSV,1,汉字,np,911,1.2,2,11
13,F2,1,a,TSV,2,几乎,adv1,1321,3.45,2,7
13,F2,1,a,TSV,3,所有,d2,941,4.44,2,14
13,F2,1,a,TSV,4,学生,na,603,3.47,2,13
13,F2,1,a,TSV,5,都,adv2,432,5.25,1,10
13,F2,1,a,TSV,6,认识,v,529,4.16,2,11
13,F2,1,a,TSV,7,而且,-,810,4.29,2,11
13,F2,1,a,TSV,8,会写。,-,930,3.62,2,11
13,F2,1,a,TSV,?,Y,1,1081,,,
13,F2,13,a,TSV,0,这类,d1,751,3.63,2,16
13,F2,13,a,TSV,1,麻烦事,np,811,2,3,29
13,F2,13,a,TSV,2,恐怕,adv1,838,3.35,2,18
13,F2,13,a,TSV,3,每个,d2,592,3.94,2,10
13,F2,13,a,TSV,4,科学家,na,612,2.89,3,27
13,F2,13,a,TSV,5,都,adv2,529,5.25,1,10
13,F2,13,a,TSV,6,碰到过,v,472,3.23,3,27
13,F2,13,a,TSV,7,许多,-,446,3.3,2,12
13,F2,13,a,TSV,8,次了。,-,1032,4.17,2,8
13,F2,13,a,TSV,?,N,1,966,,,
13,F2,15,a,TSV,0,那份,d1,700,3.47,2,12
13,F2,15,a,TSV,1,工作,np,504,4.48,2,10
13,F2,15,a,TSV,2,肯定,adv1,576,4.27,2,16
13,F2,15,a,TSV,3,几位,d2,1261,2.76,2,9
13,F2,15,a,TSV,4,求职者,na,1235,0.48,3,26
13,F2,15,a,TSV,5,都,adv2,913,5.25,1,10
13,F2,15,a,TSV,6,想要,v,597,3.83,2,22
13,F2,15,a,TSV,7,但是,-,721,4.72,2,16
13,F2,15,a,TSV,8,都没,-,603,3.7,2,17
13,F2,15,a,TSV,9,得到。,-,1122,4.05,2,19
13,F2,15,a,TSV,?,N,1,1414,,,
13,F2,16,b,SVO,0,应该,adv1,537,4.58,2,15
13,F2,16,b,SVO,1,许多,d2,684,3.3,2,12
13,F2,16,b,SVO,2,客户,na,723,3.34,2,13
13,F2,16,b,SVO,3,都,adv2,626,5.25,1,10
13,F2,16,b,SVO,4,想买,v,776,3.53,2,19
13,F2,16,b,SVO,5,那款,d1,435,3.45,2,18
13,F2,16,b,SVO,6,汽车,np,445,3.38,2,11
13,F2,16,b,SVO,7,可是,-,449,4.07,2,14
13,F2,16,b,SVO,8,买不起。,-,727,1.73,3,20
13,F2,16,b,SVO,?,Y,1,1110,,,
13,F2,9,a,TSV,0,那台,d1,561,3.46,2,11
13,F2,9,a,TSV,1,电脑,np,508,3.51,2,15
13,F2,9,a,TSV,2,大概,adv1,504,3.68,2,16
13,F2,9,a,TSV,3,很多,d2,844,4.17,2,15
13,F2,9,a,TSV,4,青年,na,386,2.51,2,14
13,F2,9,a,TSV,5,都,adv2,573,5.25,1,10
13,F2,9,a,TSV,6,喜欢,v,422,4.66,2,18
13,F2,9,a,TSV,7,而且,-,424,4.29,2,11
13,F2,9,a,TSV,8,会用。,-,890,3.68,2,11
13,F2,9,a,TSV,?,N,1,974,,,
13,F2,3,a,TSV,0,这个,d1,1331,4.96,2,10
13,F2,3,a,TSV,1,角色,np,1527,3.38,2,13
13,F2,3,a,TSV,2,好像,adv1,721,4.05,2,19
13,F2,3,a,TSV,3,几位,d2,935,2.76,2,9
13,F2,3,a,TSV,4,影星,na,995,2.24,2,24
13,F2,3,a,TSV,5,都,adv2,411,5.25,1,10
13,F2,3,a,TSV,6,演过,v,455,3.23,2,20
13,F2,3,a,TSV,7,而且,-,475,4.29,2,11
13,F2,3,a,TSV,8,演得,-,453,3.21,2,25
13,F2,3,a,TSV,9,各有特色。,-,759,3.46,4,28
13,F2,3,a,TSV,?,Y,1,1097,,,
13,F2,4,b,SVO,0,可能,adv1,493,4.65,2,15
13,F2,4,b,SVO,1,多数,d2,454,2.48,2,19
13,F2,4,b,SVO,2,观众,na,546,3.4,2,12
13,F2,4,b,SVO,3,都,adv2,563,5.25,1,10
13,F2,4,b,SVO,4,熟悉,v,514,3.09,2,26
13,F2,4,b,SVO,5,这部,d1,426,2.73,2,17
13,F2,4,b,SVO,6,影片,np,457,2.66,2,19
13,F2,4,b,SVO,7,而且,-,488,4.29,2,11
13,F2,4,b,SVO,8,记忆犹新。,-,723,1.56,4,29
13,F2,4,b,SVO,?,N,1,960,,,
13,F2,2,b,SVO,0,估计,adv1,451,3.24,2,11
13,F2,2,b,SVO,1,许多,d2,434,3.3,2,12
13,F2,2,b,SVO,2,孩子,na,483,4.57,2,12
13,F2,2,b,SVO,3,都,adv2,441,5.25,1,10
13,F2,2,b,SVO,4,爱听,v,468,3.11,2,17
13,F2,2,b,SVO,5,这首,d1,487,3.64,2,16
13,F2,2,b,SVO,6,儿歌,np,597,1.51,2,16
13,F2,2,b,SVO,7,并且,-,766,3.64,2,11
13,F2,2,b,SVO,8,爱唱。,-,609,2.75,2,21
13,F2,2,b,SVO,?,N,1,994,,,
13,F2,5,a,TSV,0,这种,d1,616,4.16,2,16
13,F2,5,a,TSV,1,活动,np,620,3.45,2,15
13,F2,5,a,TSV,2,似乎,adv1,529,3.5,2,11
13,F2,5,a,TSV,3,不少,d2,526,3.29,2,8
13,F2,5,a,TSV,4,学者,na,638,2.27,2,16
13,F2,5,a,TSV,5,都,adv2,504,5.25,1,10
13,F2,5,a,TSV,6,厌恶,v,597,2.61,2,16
13,F2,5,a,TSV,7,却,-,618,4.13,1,7
13,F2,5,a,TSV,8,还得,-,451,3.55,2,18
13,F2,5,a,TSV,9,参加。,-,497,3.91,2,13
13,F2,5,a,TSV,?,Y,1,943,,,
13,F2,7,a,TSV,0,那个,d1,379,4.62,2,9
13,F2,7,a,TSV,1,城市,np,449,3.52,2,14
13,F2,7,a,TSV,2,或许,adv1,394,3.92,2,14
13,F2,7,a,TSV,3,几位,d2,454,2.76,2,9
13,F2,7,a,TSV,4,同事,na,573,3.14,2,14
13,F2,7,a,TSV,5,都,adv2,394,5.25,1,10
13,F2,7,a,TSV,6,去过,v,466,3.61,2,11
13,F2,7,a,TSV,7,好几趟了。,-,707,3.99,4,25
13,F2,7,a,TSV,?,Y,1,820,,,
13,F2,14,b,SVO,0,至少,adv1,449,3.83,2,10
13,F2,14,b,SVO,1,公司,d2,477,4,2,9
13,F2,14,b,SVO,2,员工,na,567,3.05,2,10
13,F2,14,b,SVO,3,都,adv2,483,5.25,1,10
13,F2,14,b,SVO,4,知道,v,443,5.29,2,20
13,F2,14,b,SVO,5,这条,d1,501,3.65,2,14
13,F2,14,b,SVO,6,规定,np,509,3.12,2,16
13,F2,14,b,SVO,7,并且,-,474,3.64,2,11
13,F2,14,b,SVO,8,必须,-,548,4.29,2,14
13,F2,14,b,SVO,9,遵守。,-,601,2.88,2,21
13,F2,14,b,SVO,?,Y,1,705,,,
13,F2,8,b,SVO,0,恐怕,adv1,522,3.35,2,18
13,F2,8,b,SVO,1,每个,d2,479,3.94,2,10
13,F2,8,b,SVO,2,学生,na,447,3.47,2,13
13,F2,8,b,SVO,3,都,adv2,364,5.25,1,10
13,F2,8,b,SVO,4,会背,v,568,3.6,2,15
13,F2,8,b,SVO,5,这首,d1,381,3.64,2,16
13,F2,8,b,SVO,6,唐诗,np,460,1.23,2,18
13,F2,8,b,SVO,7,但,-,468,4.83,1,7
13,F2,8,b,SVO,8,不一定,-,521,4.02,3,13
13,F2,8,b,SVO,9,能理解。,-,660,3.41,3,34
13,F2,8,b,SVO,?,N,1,1221,,,
13,F2,6,b,SVO,0,也许,adv1,753,4.42,2,9
13,F2,6,b,SVO,1,很多,d2,592,4.17,2,15
13,F2,6,b,SVO,2,同学,na,559,3.01,2,14
13,F2,6,b,SVO,3,都,adv2,443,5.25,1,10
13,F2,6,b,SVO,4,读过,v,451,3.24,2,16
13,F2,6,b,SVO,5,这本,d1,417,3.65,2,12
13,F2,6,b,SVO,6,小说,np,426,2.99,2,12
13,F2,6,b,SVO,7,不止,-,489,2.88,2,8
13,F2,6,b,SVO,8,一遍。,-,462,3.49,2,13
13,F2,6,b,SVO,?,N,1,2538,,,
14,F2,14,b,SVO,0,至少,adv1,333,3.83,2,10
14,F2,14,b,SVO,1,公司,d2,299,4,2,9
14,F2,14,b,SVO,2,员工,na,424,3.05,2,10
14,F2,14,b,SVO,3,都,adv2,365,5.25,1,10
14,F2,14,b,SVO,4,知道,v,343,5.29,2,20
14,F2,14,b,SVO,5,这条,d1,540,3.65,2,14
14,F2,14,b,SVO,6,规定,np,804,3.12,2,16
14,F2,14,b,SVO,7,并且,-,398,3.64,2,11
14,F2,14,b,SVO,8,必须,-,310,4.29,2,14
14,F2,14,b,SVO,9,遵守。,-,236,2.88,2,21
14,F2,14,b,SVO,?,Y,1,905,,,
14,F2,5,a,TSV,0,这种,d1,525,4.16,2,16
14,F2,5,a,TSV,1,活动,np,354,3.45,2,15
14,F2,5,a,TSV,2,似乎,adv1,575,3.5,2,11
14,F2,5,a,TSV,3,不少,d2,386,3.29,2,8
14,F2,5,a,TSV,4,学者,na,546,2.27,2,16
14,F2,5,a,TSV,5,都,adv2,389,5.25,1,10
14,F2,5,a,TSV,6,厌恶,v,369,2.61,2,16
14,F2,5,a,TSV,7,却,-,365,4.13,1,7
14,F2,5,a,TSV,8,还得,-,537,3.55,2,18
14,F2,5,a,TSV,9,参加。,-,506,3.91,2,13
14,F2,5,a,TSV,?,Y,1,842,,,
14,F2,6,b,SVO,0,也许,adv1,274,4.42,2,9
14,F2,6,b,SVO,1,很多,d2,295,4.17,2,15
14,F2,6,b,SVO,2,同学,na,497,3.01,2,14
14,F2,6,b,SVO,3,都,adv2,300,5.25,1,10
14,F2,6,b,SVO,4,读过,v,387,3.24,2,16
14,F2,6,b,SVO,5,这本,d1,359,3.65,2,12
14,F2,6,b,SVO,6,小说,np,360,2.99,2,12
14,F2,6,b,SVO,7,不止,-,352,2.88,2,8
14,F2,6,b,SVO,8,一遍。,-,382,3.49,2,13
14,F2,6,b,SVO,?,Y,0,6800,,,
14,F2,13,a,TSV,0,这类,d1,279,3.63,2,16
14,F2,13,a,TSV,1,麻烦事,np,341,2,3,29
14,F2,13,a,TSV,2,恐怕,adv1,405,3.35,2,18
14,F2,13,a,TSV,3,每个,d2,350,3.94,2,10
14,F2,13,a,TSV,4,科学家,na,392,2.89,3,27
14,F2,13,a,TSV,5,都,adv2,289,5.25,1,10
14,F2,13,a,TSV,6,碰到过,v,573,3.23,3,27
14,F2,13,a,TSV,7,许多,-,291,3.3,2,12
14,F2,13,a,TSV,8,次了。,-,367,4.17,2,8
14,F2,13,a,TSV,?,N,1,1369,,,
14,F2,9,a,TSV,0,那台,d1,278,3.46,2,11
14,F2,9,a,TSV,1,电脑,np,435,3.51,2,15
14,F2,9,a,TSV,2,大概,adv1,603,3.68,2,16
14,F2,9,a,TSV,3,很多,d2,392,4.17,2,15
14,F2,9,a,TSV,4,青年,na,403,2.51,2,14
14,F2,9,a,TSV,5,都,adv2,377,5.25,1,10
14,F2,9,a,TSV,6,喜欢,v,356,4.66,2,18
14,F2,9,a,TSV,7,而且,-,396,4.29,2,11
