subj,type,item,condition,order,region,word,position,RT,logW,Wlength,Nstrokes
1,F2,11,a,TSV,0,那套,d1,361,3.46,2,16
1,F2,11,a,TSV,1,衣服,np,329,3.91,2,14
1,F2,11,a,TSV,2,好像,adv1,215,4.05,2,19
1,F2,11,a,TSV,3,几位,d2,324,2.76,2,9
1,F2,11,a,TSV,4,姑娘,na,579,3.58,2,18
1,F2,11,a,TSV,5,都,adv2,433,5.25,1,10
1,F2,11,a,TSV,6,买了,v,388,4.16,2,8
1,F2,11,a,TSV,7,却,-,361,4.13,1,7
1,F2,11,a,TSV,8,不敢穿。,-,690,3.85,3,24
1,F2,11,a,TSV,?,N,1,2009,,,
1,F2,10,b,SVO,0,差不多,adv1,445,3.52,3,19
1,F2,10,b,SVO,1,各国,d2,319,1.83,2,14
1,F2,10,b,SVO,2,华人,na,244,1.42,2,8
1,F2,10,b,SVO,3,都,adv2,526,5.25,1,10
1,F2,10,b,SVO,4,会看,v,320,3.74,2,15
1,F2,10,b,SVO,5,春节,d1,371,0.78,2,14
1,F2,10,b,SVO,6,晚会,np,355,2.82,2,17
1,F2,10,b,SVO,7,而且,-,244,4.29,2,11
1,F2,10,b,SVO,8,会评论。,-,576,3.6,3,19
1,F2,10,b,SVO,?,Y,1,2546,,,
1,F2,12,b,SVO,0,好像,adv1,297,4.05,2,19
1,F2,12,b,SVO,1,班上,d2,306,3.24,2,13
1,F2,12,b,SVO,2,小朋友,na,1204,2.66,3,15
1,F2,12,b,SVO,3,都,adv2,817,5.25,1,10
1,F2,12,b,SVO,4,吃过,v,361,3.32,2,12
1,F2,12,b,SVO,5,那种,d1,295,3.6,2,15
1,F2,12,b,SVO,6,饼干,np,511,3.03,2,12
1,F2,12,b,SVO,7,许多,-,440,3.3,2,12
1,F2,12,b,SVO,8,次了。,-,633,4.17,2,8
1,F2,12,b,SVO,?,Y,1,1136,,,
1,F2,9,a,TSV,0,那台,d1,437,3.46,2,11
1,F2,9,a,TSV,1,电脑,np,544,3.51,2,15
1,F2,9,a,TSV,2,大概,adv1,716,3.68,2,16
1,F2,9,a,TSV,3,很多,d2,371,4.17,2,15
1,F2,9,a,TSV,4,青年,na,564,2.51,2,14
1,F2,9,a,TSV,5,都,adv2,377,5.25,1,10
1,F2,9,a,TSV,6,喜欢,v,287,4.66,2,18
1,F2,9,a,TSV,7,而且,-,243,4.29,2,11
1,F2,9,a,TSV,8,会用。,-,468,3.68,2,11
1,F2,9,a,TSV,?,N,1,2069,,,
1,F2,15,a,TSV,0,那份,d1,443,3.47,2,12
1,F2,15,a,TSV,1,工作,np,443,4.48,2,10
1,F2,15,a,TSV,2,肯定,adv1,401,4.27,2,16
1,F2,15,a,TSV,3,几位,d2,458,2.76,2,9
1,F2,15,a,TSV,4,求职者,na,655,0.48,3,26
1,F2,15,a,TSV,5,都,adv2,368,5.25,1,10
1,F2,15,a,TSV,6,想要,v,350,3.83,2,22
1,F2,15,a,TSV,7,但是,-,379,4.72,2,16
1,F2,15,a,TSV,8,都没,-,408,3.7,2,17
1,F2,15,a,TSV,9,得到。,-,449,4.05,2,19
1,F2,15,a,TSV,?,N,1,1613,,,
1,F2,5,a,TSV,0,这种,d1,624,4.16,2,16
1,F2,5,a,TSV,1,活动,np,923,3.45,2,15
1,F2,5,a,TSV,2,似乎,adv1,483,3.5,2,11
1,F2,5,a,TSV,3,不少,d2,449,3.29,2,8
1,F2,5,a,TSV,4,学者,na,804,2.27,2,16
1,F2,5,a,TSV,5,都,adv2,437,5.25,1,10
1,F2,5,a,TSV,6,厌恶,v,452,2.61,2,16
1,F2,5,a,TSV,7,却,-,387,4.13,1,7
1,F2,5,a,TSV,8,还得,-,317,3.55,2,18
1,F2,5,a,TSV,9,参加。,-,390,3.91,2,13
1,F2,5,a,TSV,?,Y,1,1340,,,
1,F2,7,a,TSV,0,那个,d1,301,4.62,2,9
1,F2,7,a,TSV,1,城市,np,473,3.52,2,14
1,F2,7,a,TSV,2,或许,adv1,583,3.92,2,14
1,F2,7,a,TSV,3,几位,d2,1042,2.76,2,9
1,F2,7,a,TSV,4,同事,na,273,3.14,2,14
1,F2,7,a,TSV,5,都,adv2,375,5.25,1,10
1,F2,7,a,TSV,6,去过,v,273,3.61,2,11
1,F2,7,a,TSV,7,好几趟了。,-,293,3.99,4,25
1,F2,7,a,TSV,?,Y,1,1112,,,
1,F2,6,b,SVO,0,也许,adv1,342,4.42,2,9
1,F2,6,b,SVO,1,很多,d2,285,4.17,2,15
1,F2,6,b,SVO,2,同学,na,356,3.01,2,14
1,F2,6,b,SVO,3,都,adv2,304,5.25,1,10
1,F2,6,b,SVO,4,读过,v,253,3.24,2,16
1,F2,6,b,SVO,5,这本,d1,445,3.65,2,12
1,F2,6,b,SVO,6,小说,np,670,2.99,2,12
1,F2,6,b,SVO,7,不止,-,388,2.88,2,8
1,F2,6,b,SVO,8,一遍。,-,437,3.49,2,13
1,F2,6,b,SVO,?,Y,0,4071,,,
1,F2,3,a,TSV,0,这个,d1,355,4.96,2,10
1,F2,3,a,TSV,1,角色,np,317,3.38,2,13
1,F2,3,a,TSV,2,好像,adv1,373,4.05,2,19
1,F2,3,a,TSV,3,几位,d2,243,2.76,2,9
1,F2,3,a,TSV,4,影星,na,673,2.24,2,24
1,F2,3,a,TSV,5,都,adv2,335,5.25,1,10
1,F2,3,a,TSV,6,演过,v,423,3.23,2,20
1,F2,3,a,TSV,7,而且,-,293,4.29,2,11
1,F2,3,a,TSV,8,演得,-,1045,3.21,2,25
1,F2,3,a,TSV,9,各有特色。,-,612,3.46,4,28
1,F2,3,a,TSV,?,Y,1,1938,,,
1,F2,8,b,SVO,0,恐怕,adv1,231,3.35,2,18
1,F2,8,b,SVO,1,每个,d2,268,3.94,2,10
1,F2,8,b,SVO,2,学生,na,308,3.47,2,13
1,F2,8,b,SVO,3,都,adv2,388,5.25,1,10
1,F2,8,b,SVO,4,会背,v,249,3.6,2,15
1,F2,8,b,SVO,5,这首,d1,650,3.64,2,16
1,F2,8,b,SVO,6,唐诗,np,287,1.23,2,18
1,F2,8,b,SVO,7,但,-,442,4.83,1,7
1,F2,8,b,SVO,8,不一定,-,242,4.02,3,13
1,F2,8,b,SVO,9,能理解。,-,462,3.41,3,34
1,F2,8,b,SVO,?,N,1,1732,,,
1,F2,13,a,TSV,0,这类,d1,264,3.63,2,16
1,F2,13,a,TSV,1,麻烦事,np,225,2,3,29
1,F2,13,a,TSV,2,恐怕,adv1,737,3.35,2,18
1,F2,13,a,TSV,3,每个,d2,332,3.94,2,10
1,F2,13,a,TSV,4,科学家,na,251,2.89,3,27
1,F2,13,a,TSV,5,都,adv2,300,5.25,1,10
1,F2,13,a,TSV,6,碰到过,v,251,3.23,3,27
1,F2,13,a,TSV,7,许多,-,253,3.3,2,12
1,F2,13,a,TSV,8,次了。,-,308,4.17,2,8
1,F2,13,a,TSV,?,N,1,1815,,,
1,F2,4,b,SVO,0,可能,adv1,265,4.65,2,15
1,F2,4,b,SVO,1,多数,d2,597,2.48,2,19
1,F2,4,b,SVO,2,观众,na,264,3.4,2,12
1,F2,4,b,SVO,3,都,adv2,346,5.25,1,10
1,F2,4,b,SVO,4,熟悉,v,299,3.09,2,26
1,F2,4,b,SVO,5,这部,d1,424,2.73,2,17
1,F2,4,b,SVO,6,影片,np,262,2.66,2,19
1,F2,4,b,SVO,7,而且,-,279,4.29,2,11
1,F2,4,b,SVO,8,记忆犹新。,-,1309,1.56,4,29
1,F2,4,b,SVO,?,N,1,1640,,,
1,F2,16,b,SVO,0,应该,adv1,439,4.58,2,15
1,F2,16,b,SVO,1,许多,d2,319,3.3,2,12
1,F2,16,b,SVO,2,客户,na,335,3.34,2,13
1,F2,16,b,SVO,3,都,adv2,310,5.25,1,10
1,F2,16,b,SVO,4,想买,v,336,3.53,2,19
1,F2,16,b,SVO,5,那款,d1,278,3.45,2,18
1,F2,16,b,SVO,6,汽车,np,219,3.38,2,11
1,F2,16,b,SVO,7,可是,-,352,4.07,2,14
1,F2,16,b,SVO,8,买不起。,-,327,1.73,3,20
1,F2,16,b,SVO,?,Y,1,982,,,
1,F2,14,b,SVO,0,至少,adv1,363,3.83,2,10
1,F2,14,b,SVO,1,公司,d2,1513,4,2,9
1,F2,14,b,SVO,2,员工,na,478,3.05,2,10
1,F2,14,b,SVO,3,都,adv2,449,5.25,1,10
1,F2,14,b,SVO,4,知道,v,368,5.29,2,20
1,F2,14,b,SVO,5,这条,d1,284,3.65,2,14
1,F2,14,b,SVO,6,规定,np,289,3.12,2,16
1,F2,14,b,SVO,7,并且,-,268,3.64,2,11
1,F2,14,b,SVO,8,必须,-,335,4.29,2,14
1,F2,14,b,SVO,9,遵守。,-,518,2.88,2,21
1,F2,14,b,SVO,?,Y,1,956,,,
1,F2,2,b,SVO,0,估计,adv1,417,3.24,2,11
1,F2,2,b,SVO,1,许多,d2,530,3.3,2,12
1,F2,2,b,SVO,2,孩子,na,392,4.57,2,12
1,F2,2,b,SVO,3,都,adv2,357,5.25,1,10
1,F2,2,b,SVO,4,爱听,v,612,3.11,2,17
1,F2,2,b,SVO,5,这首,d1,231,3.64,2,16
1,F2,2,b,SVO,6,儿歌,np,255,1.51,2,16
1,F2,2,b,SVO,7,并且,-,267,3.64,2,11
1,F2,2,b,SVO,8,爱唱。,-,258,2.75,2,21
1,F2,2,b,SVO,?,N,1,1566,,,
1,F2,1,a,TSV,0,这个,d1,395,4.96,2,10
1,F2,1,a,TSV,1,汉字,np,546,1.2,2,11
1,F2,1,a,TSV,2,几乎,adv1,300,3.45,2,7
1,F2,1,a,TSV,3,所有,d2,344,4.44,2,14
1,F2,1,a,TSV,4,学生,na,346,3.47,2,13
1,F2,1,a,TSV,5,都,adv2,325,5.25,1,10
1,F2,1,a,TSV,6,认识,v,299,4.16,2,11
1,F2,1,a,TSV,7,而且,-,367,4.29,2,11
1,F2,1,a,TSV,8,会写。,-,608,3.62,2,11
1,F2,1,a,TSV,?,Y,1,2424,,,
2,F2,1,a,TSV,0,这个,d1,400,4.96,2,10
2,F2,1,a,TSV,1,汉字,np,474,1.2,2,11
2,F2,1,a,TSV,2,几乎,adv1,444,3.45,2,7
2,F2,1,a,TSV,3,所有,d2,462,4.44,2,14
2,F2,1,a,TSV,4,学生,na,714,3.47,2,13
2,F2,1,a,TSV,5,都,adv2,442,5.25,1,10
2,F2,1,a,TSV,6,认识,v,383,4.16,2,11
2,F2,1,a,TSV,7,而且,-,2636,4.29,2,11
2,F2,1,a,TSV,8,会写。,-,826,3.62,2,11
2,F2,1,a,TSV,?,Y,1,1689,,,
2,F2,8,b,SVO,0,恐怕,adv1,370,3.35,2,18
2,F2,8,b,SVO,1,每个,d2,379,3.94,2,10
2,F2,8,b,SVO,2,学生,na,491,3.47,2,13
2,F2,8,b,SVO,3,都,adv2,362,5.25,1,10
2,F2,8,b,SVO,4,会背,v,657,3.6,2,15
2,F2,8,b,SVO,5,这首,d1,367,3.64,2,16
2,F2,8,b,SVO,6,唐诗,np,411,1.23,2,18
2,F2,8,b,SVO,7,但,-,968,4.83,1,7
2,F2,8,b,SVO,8,不一定,-,408,4.02,3,13
2,F2,8,b,SVO,9,能理解。,-,641,3.41,3,34
2,F2,8,b,SVO,?,N,1,2398,,,
2,F2,16,b,SVO,0,应该,adv1,470,4.58,2,15
2,F2,16,b,SVO,1,许多,d2,514,3.3,2,12
2,F2,16,b,SVO,2,客户,na,467,3.34,2,13
2,F2,16,b,SVO,3,都,adv2,467,5.25,1,10
2,F2,16,b,SVO,4,想买,v,417,3.53,2,19
2,F2,16,b,SVO,5,那款,d1,383,3.45,2,18
2,F2,16,b,SVO,6,汽车,np,419,3.38,2,11
2,F2,16,b,SVO,7,可是,-,670,4.07,2,14
2,F2,16,b,SVO,8,买不起。,-,573,1.73,3,20
2,F2,16,b,SVO,?,Y,1,1300,,,
2,F2,5,a,TSV,0,这种,d1,371,4.16,2,16
2,F2,5,a,TSV,1,活动,np,320,3.45,2,15
2,F2,5,a,TSV,2,似乎,adv1,400,3.5,2,11
2,F2,5,a,TSV,3,不少,d2,374,3.29,2,8
2,F2,5,a,TSV,4,学者,na,346,2.27,2,16
2,F2,5,a,TSV,5,都,adv2,334,5.25,1,10
2,F2,5,a,TSV,6,厌恶,v,356,2.61,2,16
2,F2,5,a,TSV,7,却,-,381,4.13,1,7
2,F2,5,a,TSV,8,还得,-,353,3.55,2,18
2,F2,5,a,TSV,9,参加。,-,746,3.91,2,13
2,F2,5,a,TSV,?,Y,1,1041,,,
2,F2,12,b,SVO,0,好像,adv1,431,4.05,2,19
2,F2,12,b,SVO,1,班上,d2,634,3.24,2,13
2,F2,12,b,SVO,2,小朋友,na,527,2.66,3,15
2,F2,12,b,SVO,3,都,adv2,424,5.25,1,10
2,F2,12,b,SVO,4,吃过,v,493,3.32,2,12
2,F2,12,b,SVO,5,那种,d1,423,3.6,2,15
2,F2,12,b,SVO,6,饼干,np,813,3.03,2,12
2,F2,12,b,SVO,7,许多,-,891,3.3,2,12
2,F2,12,b,SVO,8,次了。,-,955,4.17,2,8
2,F2,12,b,SVO,?,Y,1,906,,,
2,F2,7,a,TSV,0,那个,d1,400,4.62,2,9
2,F2,7,a,TSV,1,城市,np,371,3.52,2,14
2,F2,7,a,TSV,2,或许,adv1,353,3.92,2,14
2,F2,7,a,TSV,3,几位,d2,386,2.76,2,9
2,F2,7,a,TSV,4,同事,na,440,3.14,2,14
2,F2,7,a,TSV,5,都,adv2,442,5.25,1,10
2,F2,7,a,TSV,6,去过,v,619,3.61,2,11
2,F2,7,a,TSV,7,好几趟了。,-,794,3.99,4,25
2,F2,7,a,TSV,?,Y,1,898,,,
2,F2,15,a,TSV,0,那份,d1,474,3.47,2,12
2,F2,15,a,TSV,1,工作,np,394,4.48,2,10
2,F2,15,a,TSV,2,肯定,adv1,393,4.27,2,16
2,F2,15,a,TSV,3,几位,d2,393,2.76,2,9
2,F2,15,a,TSV,4,求职者,na,995,0.48,3,26
2,F2,15,a,TSV,5,都,adv2,362,5.25,1,10
2,F2,15,a,TSV,6,想要,v,381,3.83,2,22
2,F2,15,a,TSV,7,但是,-,345,4.72,2,16
2,F2,15,a,TSV,8,都没,-,345,3.7,2,17
2,F2,15,a,TSV,9,得到。,-,464,4.05,2,19
2,F2,15,a,TSV,?,N,1,1072,,,
2,F2,9,a,TSV,0,那台,d1,400,3.46,2,11
2,F2,9,a,TSV,1,电脑,np,463,3.51,2,15
2,F2,9,a,TSV,2,大概,adv1,651,3.68,2,16
2,F2,9,a,TSV,3,很多,d2,522,4.17,2,15
2,F2,9,a,TSV,4,青年,na,466,2.51,2,14
2,F2,9,a,TSV,5,都,adv2,451,5.25,1,10
2,F2,9,a,TSV,6,喜欢,v,538,4.66,2,18
2,F2,9,a,TSV,7,而且,-,669,4.29,2,11
2,F2,9,a,TSV,8,会用。,-,5888,3.68,2,11
2,F2,9,a,TSV,?,N,1,1146,,,
2,F2,11,a,TSV,0,那套,d1,377,3.46,2,16
2,F2,11,a,TSV,1,衣服,np,389,3.91,2,14
2,F2,11,a,TSV,2,好像,adv1,400,4.05,2,19
2,F2,11,a,TSV,3,几位,d2,387,2.76,2,9
2,F2,11,a,TSV,4,姑娘,na,453,3.58,2,18
2,F2,11,a,TSV,5,都,adv2,385,5.25,1,10
2,F2,11,a,TSV,6,买了,v,375,4.16,2,8
2,F2,11,a,TSV,7,却,-,320,4.13,1,7
2,F2,11,a,TSV,8,不敢穿。,-,478,3.85,3,24
2,F2,11,a,TSV,?,N,1,1110,,,
2,F2,4,b,SVO,0,可能,adv1,426,4.65,2,15
2,F2,4,b,SVO,1,多数,d2,335,2.48,2,19
2,F2,4,b,SVO,2,观众,na,387,3.4,2,12
2,F2,4,b,SVO,3,都,adv2,406,5.25,1,10
2,F2,4,b,SVO,4,熟悉,v,415,3.09,2,26
2,F2,4,b,SVO,5,这部,d1,386,2.73,2,17
2,F2,4,b,SVO,6,影片,np,489,2.66,2,19
2,F2,4,b,SVO,7,而且,-,362,4.29,2,11
2,F2,4,b,SVO,8,记忆犹新。,-,784,1.56,4,29
2,F2,4,b,SVO,?,N,1,2575,,,
2,F2,10,b,SVO,0,差不多,adv1,311,3.52,3,19
2,F2,10,b,SVO,1,各国,d2,288,1.83,2,14
2,F2,10,b,SVO,2,华人,na,328,1.42,2,8
2,F2,10,b,SVO,3,都,adv2,329,5.25,1,10
2,F2,10,b,SVO,4,会看,v,340,3.74,2,15
2,F2,10,b,SVO,5,春节,d1,362,0.78,2,14
2,F2,10,b,SVO,6,晚会,np,489,2.82,2,17
2,F2,10,b,SVO,7,而且,-,343,4.29,2,11
2,F2,10,b,SVO,8,会评论。,-,819,3.6,3,19
2,F2,10,b,SVO,?,Y,1,1683,,,
2,F2,14,b,SVO,0,至少,adv1,256,3.83,2,10
2,F2,14,b,SVO,1,公司,d2,255,4,2,9
2,F2,14,b,SVO,2,员工,na,277,3.05,2,10
2,F2,14,b,SVO,3,都,adv2,563,5.25,1,10
2,F2,14,b,SVO,4,知道,v,437,5.29,2,20
2,F2,14,b,SVO,5,这条,d1,510,3.65,2,14
2,F2,14,b,SVO,6,规定,np,872,3.12,2,16
2,F2,14,b,SVO,7,并且,-,992,3.64,2,11
2,F2,14,b,SVO,8,必须,-,375,4.29,2,14
2,F2,14,b,SVO,9,遵守。,-,663,2.88,2,21
2,F2,14,b,SVO,?,Y,1,1846,,,
2,F2,6,b,SVO,0,也许,adv1,421,4.42,2,9
2,F2,6,b,SVO,1,很多,d2,318,4.17,2,15
2,F2,6,b,SVO,2,同学,na,406,3.01,2,14
2,F2,6,b,SVO,3,都,adv2,382,5.25,1,10
2,F2,6,b,SVO,4,读过,v,345,3.24,2,16
2,F2,6,b,SVO,5,这本,d1,327,3.65,2,12
2,F2,6,b,SVO,6,小说,np,502,2.99,2,12
2,F2,6,b,SVO,7,不止,-,326,2.88,2,8
2,F2,6,b,SVO,8,一遍。,-,655,3.49,2,13
2,F2,6,b,SVO,?,N,1,1906,,,
2,F2,2,b,SVO,0,估计,adv1,305,3.24,2,11
2,F2,2,b,SVO,1,许多,d2,288,3.3,2,12
2,F2,2,b,SVO,2,孩子,na,280,4.57,2,12
2,F2,2,b,SVO,3,都,adv2,250,5.25,1,10
2,F2,2,b,SVO,4,爱听,v,242,3.11,2,17
2,F2,2,b,SVO,5,这首,d1,326,3.64,2,16
2,F2,2,b,SVO,6,儿歌,np,248,1.51,2,16
2,F2,2,b,SVO,7,并且,-,265,3.64,2,11
2,F2,2,b,SVO,8,爱唱。,-,263,2.75,2,21
2,F2,2,b,SVO,?,N,1,1195,,,
2,F2,13,a,TSV,0,这类,d1,322,3.63,2,16
2,F2,13,a,TSV,1,麻烦事,np,360,2,3,29
2,F2,13,a,TSV,2,恐怕,adv1,331,3.35,2,18
2,F2,13,a,TSV,3,每个,d2,303,3.94,2,10
2,F2,13,a,TSV,4,科学家,na,313,2.89,3,27
2,F2,13,a,TSV,5,都,adv2,310,5.25,1,10
2,F2,13,a,TSV,6,碰到过,v,423,3.23,3,27
2,F2,13,a,TSV,7,许多,-,692,3.3,2,12
2,F2,13,a,TSV,8,次了。,-,545,4.17,2,8
2,F2,13,a,TSV,?,N,1,1159,,,
2,F2,3,a,TSV,0,这个,d1,436,4.96,2,10
2,F2,3,a,TSV,1,角色,np,370,3.38,2,13
2,F2,3,a,TSV,2,好像,adv1,320,4.05,2,19
2,F2,3,a,TSV,3,几位,d2,308,2.76,2,9
2,F2,3,a,TSV,4,影星,na,332,2.24,2,24
2,F2,3,a,TSV,5,都,adv2,337,5.25,1,10
2,F2,3,a,TSV,6,演过,v,404,3.23,2,20
2,F2,3,a,TSV,7,而且,-,849,4.29,2,11
2,F2,3,a,TSV,8,演得,-,411,3.21,2,25
2,F2,3,a,TSV,9,各有特色。,-,1860,3.46,4,28
2,F2,3,a,TSV,?,Y,1,1583,,,
3,F2,11,a,TSV,0,那套,d1,746,3.46,2,16
3,F2,11,a,TSV,1,衣服,np,548,3.91,2,14
3,F2,11,a,TSV,2,好像,adv1,756,4.05,2,19
3,F2,11,a,TSV,3,几位,d2,733,2.76,2,9
3,F2,11,a,TSV,4,姑娘,na,690,3.58,2,18
3,F2,11,a,TSV,5,都,adv2,727,5.25,1,10
3,F2,11,a,TSV,6,买了,v,644,4.16,2,8
3,F2,11,a,TSV,7,却,-,1018,4.13,1,7
3,F2,11,a,TSV,8,不敢穿。,-,1220,3.85,3,24
3,F2,11,a,TSV,?,N,1,3201,,,
3,F2,1,a,TSV,0,这个,d1,813,4.96,2,10
3,F2,1,a,TSV,1,汉字,np,799,1.2,2,11
3,F2,1,a,TSV,2,几乎,adv1,522,3.45,2,7
3,F2,1,a,TSV,3,所有,d2,656,4.44,2,14
3,F2,1,a,TSV,4,学生,na,664,3.47,2,13
3,F2,1,a,TSV,5,都,adv2,530,5.25,1,10
3,F2,1,a,TSV,6,认识,v,483,4.16,2,11
3,F2,1,a,TSV,7,而且,-,1017,4.29,2,11
3,F2,1,a,TSV,8,会写。,-,799,3.62,2,11
3,F2,1,a,TSV,?,Y,1,2316,,,
3,F2,13,a,TSV,0,这类,d1,656,3.63,2,16
3,F2,13,a,TSV,1,麻烦事,np,676,2,3,29
3,F2,13,a,TSV,2,恐怕,adv1,982,3.35,2,18
3,F2,13,a,TSV,3,每个,d2,645,3.94,2,10
3,F2,13,a,TSV,4,科学家,na,603,2.89,3,27
3,F2,13,a,TSV,5,都,adv2,584,5.25,1,10
3,F2,13,a,TSV,6,碰到过,v,767,3.23,3,27
3,F2,13,a,TSV,7,许多,-,1022,3.3,2,12
3,F2,13,a,TSV,8,次了。,-,788,4.17,2,8
3,F2,13,a,TSV,?,N,1,1584,,,
3,F2,3,a,TSV,0,这个,d1,763,4.96,2,10
3,F2,3,a,TSV,1,角色,np,714,3.38,2,13
3,F2,3,a,TSV,2,好像,adv1,766,4.05,2,19
3,F2,3,a,TSV,3,几位,d2,887,2.76,2,9
3,F2,3,a,TSV,4,影星,na,829,2.24,2,24
3,F2,3,a,TSV,5,都,adv2,720,5.25,1,10
3,F2,3,a,TSV,6,演过,v,601,3.23,2,20
3,F2,3,a,TSV,7,而且,-,819,4.29,2,11
3,F2,3,a,TSV,8,演得,-,630,3.21,2,25
3,F2,3,a,TSV,9,各有特色。,-,862,3.46,4,28
3,F2,3,a,TSV,?,Y,1,1878,,,
3,F2,12,b,SVO,0,好像,adv1,561,4.05,2,19
3,F2,12,b,SVO,1,班上,d2,621,3.24,2,13
3,F2,12,b,SVO,2,小朋友,na,908,2.66,3,15
3,F2,12,b,SVO,3,都,adv2,1018,5.25,1,10
3,F2,12,b,SVO,4,吃过,v,638,3.32,2,12
3,F2,12,b,SVO,5,那种,d1,685,3.6,2,15
3,F2,12,b,SVO,6,饼干,np,594,3.03,2,12
3,F2,12,b,SVO,7,许多,-,799,3.3,2,12
3,F2,12,b,SVO,8,次了。,-,800,4.17,2,8
3,F2,12,b,SVO,?,Y,1,1155,,,
3,F2,2,b,SVO,0,估计,adv1,542,3.24,2,11
3,F2,2,b,SVO,1,许多,d2,642,3.3,2,12
3,F2,2,b,SVO,2,孩子,na,489,4.57,2,12
3,F2,2,b,SVO,3,都,adv2,540,5.25,1,10
3,F2,2,b,SVO,4,爱听,v,568,3.11,2,17
3,F2,2,b,SVO,5,这首,d1,578,3.64,2,16
3,F2,2,b,SVO,6,儿歌,np,664,1.51,2,16
3,F2,2,b,SVO,7,并且,-,800,3.64,2,11
3,F2,2,b,SVO,8,爱唱。,-,679,2.75,2,21
3,F2,2,b,SVO,?,N,1,2027,,,
3,F2,15,a,TSV,0,那份,d1,628,3.47,2,12
3,F2,15,a,TSV,1,工作,np,881,4.48,2,10
3,F2,15,a,TSV,2,肯定,adv1,760,4.27,2,16
3,F2,15,a,TSV,3,几位,d2,689,2.76,2,9
3,F2,15,a,TSV,4,求职者,na,692,0.48,3,26
3,F2,15,a,TSV,5,都,adv2,585,5.25,1,10
3,F2,15,a,TSV,6,想要,v,668,3.83,2,22
3,F2,15,a,TSV,7,但是,-,944,4.72,2,16
3,F2,15,a,TSV,8,都没,-,660,3.7,2,17
3,F2,15,a,TSV,9,得到。,-,709,4.05,2,19
3,F2,15,a,TSV,?,N,1,1838,,,
3,F2,10,b,SVO,0,差不多,adv1,880,3.52,3,19
3,F2,10,b,SVO,1,各国,d2,773,1.83,2,14
3,F2,10,b,SVO,2,华人,na,677,1.42,2,8
3,F2,10,b,SVO,3,都,adv2,705,5.25,1,10
3,F2,10,b,SVO,4,会看,v,571,3.74,2,15
3,F2,10,b,SVO,5,春节,d1,740,0.78,2,14
3,F2,10,b,SVO,6,晚会,np,556,2.82,2,17
3,F2,10,b,SVO,7,而且,-,1090,4.29,2,11
3,F2,10,b,SVO,8,会评论。,-,701,3.6,3,19
3,F2,10,b,SVO,?,Y,1,1777,,,
3,F2,7,a,TSV,0,那个,d1,662,4.62,2,9
3,F2,7,a,TSV,1,城市,np,556,3.52,2,14
3,F2,7,a,TSV,2,或许,adv1,554,3.92,2,14
3,F2,7,a,TSV,3,几位,d2,545,2.76,2,9
3,F2,7,a,TSV,4,同事,na,641,3.14,2,14
3,F2,7,a,TSV,5,都,adv2,640,5.25,1,10
3,F2,7,a,TSV,6,去过,v,618,3.61,2,11
3,F2,7,a,TSV,7,好几趟了。,-,753,3.99,4,25
3,F2,7,a,TSV,?,Y,1,1138,,,
3,F2,9,a,TSV,0,那台,d1,691,3.46,2,11
3,F2,9,a,TSV,1,电脑,np,594,3.51,2,15
3,F2,9,a,TSV,2,大概,adv1,651,3.68,2,16
3,F2,9,a,TSV,3,很多,d2,575,4.17,2,15
3,F2,9,a,TSV,4,青年,na,828,2.51,2,14
3,F2,9,a,TSV,5,都,adv2,504,5.25,1,10
3,F2,9,a,TSV,6,喜欢,v,657,4.66,2,18
3,F2,9,a,TSV,7,而且,-,561,4.29,2,11
3,F2,9,a,TSV,8,会用。,-,832,3.68,2,11
3,F2,9,a,TSV,?,N,1,1235,,,
3,F2,8,b,SVO,0,恐怕,adv1,544,3.35,2,18
3,F2,8,b,SVO,1,每个,d2,528,3.94,2,10
3,F2,8,b,SVO,2,学生,na,542,3.47,2,13
3,F2,8,b,SVO,3,都,adv2,527,5.25,1,10
3,F2,8,b,SVO,4,会背,v,560,3.6,2,15
3,F2,8,b,SVO,5,这首,d1,626,3.64,2,16
3,F2,8,b,SVO,6,唐诗,np,687,1.23,2,18
3,F2,8,b,SVO,7,但,-,516,4.83,1,7
3,F2,8,b,SVO,8,不一定,-,603,4.02,3,13
3,F2,8,b,SVO,9,能理解。,-,731,3.41,3,34
3,F2,8,b,SVO,?,N,1,1473,,,
3,F2,14,b,SVO,0,至少,adv1,432,3.83,2,10
3,F2,14,b,SVO,1,公司,d2,516,4,2,9
3,F2,14,b,SVO,2,员工,na,539,3.05,2,10
3,F2,14,b,SVO,3,都,adv2,563,5.25,1,10
3,F2,14,b,SVO,4,知道,v,582,5.29,2,20
3,F2,14,b,SVO,5,这条,d1,493,3.65,2,14
3,F2,14,b,SVO,6,规定,np,566,3.12,2,16
3,F2,14,b,SVO,7,并且,-,540,3.64,2,11
3,F2,14,b,SVO,8,必须,-,672,4.29,2,14
3,F2,14,b,SVO,9,遵守。,-,602,2.88,2,21
3,F2,14,b,SVO,?,Y,1,1200,,,
3,F2,5,a,TSV,0,这种,d1,683,4.16,2,16
3,F2,5,a,TSV,1,活动,np,822,3.45,2,15
3,F2,5,a,TSV,2,似乎,adv1,657,3.5,2,11
3,F2,5,a,TSV,3,不少,d2,604,3.29,2,8
3,F2,5,a,TSV,4,学者,na,721,2.27,2,16
3,F2,5,a,TSV,5,都,adv2,489,5.25,1,10
