subj,exp,item,condition,order,clauseType,constituent,position,word,Q,RT,logW,logWCD,Wlength,Nstrokes
4,e2,16,c,TSV,MC,RC-V1,3,避免,-,229,2.95,2.88,2,23
4,e2,20,c,TSV,MC,RC-V1,3,注重,-,226,2.13,2.10,2,17
4,e2,24,c,TSV,MC,RC-V1,3,负责,-,276,3.61,3.35,2,14
5,e2,3,c,TSV,MC,RC-V1,3,同意,-,310,3.76,3.46,2,19
5,e2,7,c,TSV,MC,RC-V1,3,致力,-,375,2.23,2.19,2,12
5,e2,11,c,TSV,MC,RC-V1,3,倡导,-,330,1.43,1.40,2,16
5,e2,15,c,TSV,MC,RC-V1,3,不喜,-,365,4.01,4.01,2,16
5,e2,19,c,TSV,MC,RC-V1,3,关注,-,315,3.14,3.00,2,14
5,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,350,4.66,3.77,2,18
6,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,215,2.68,2.58,2,22
6,e2,6,c,TSV,MC,RC-V1,3,期待,-,216,3.24,3.09,2,21
6,e2,10,c,TSV,MC,RC-V1,3,乐于,-,255,2.15,2.10,2,8
6,e2,14,c,TSV,MC,RC-V1,3,注意,-,251,3.85,3.55,2,21
6,e2,18,c,TSV,MC,RC-V1,3,愿意,-,295,3.96,3.59,2,27
6,e2,22,c,TSV,MC,RC-V1,3,乐意,-,261,3.24,3.13,2,18
7,e2,1,c,TSV,MC,RC-V1,3,敢于,-,340,1.93,1.89,2,14
7,e2,5,c,TSV,MC,RC-V1,3,习惯,-,1167,3.35,3.21,2,14
7,e2,9,c,TSV,MC,RC-V1,3,提倡,-,1078,1.69,1.67,2,22
7,e2,13,c,TSV,MC,RC-V1,3,支持,-,804,3.58,3.31,2,13
7,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,605,2.80,2.73,2,20
7,e2,21,c,TSV,MC,RC-V1,3,热衷,-,495,2.22,2.18,2,20
8,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,275,2.87,2.76,2,16
8,e2,8,c,TSV,MC,RC-V1,3,善于,-,328,2.46,2.41,2,15
8,e2,12,c,TSV,MC,RC-V1,3,推崇,-,649,1.46,1.43,2,22
8,e2,16,c,TSV,MC,RC-V1,3,避免,-,300,2.95,2.88,2,23
8,e2,20,c,TSV,MC,RC-V1,3,注重,-,434,2.13,2.10,2,17
8,e2,24,c,TSV,MC,RC-V1,3,负责,-,520,3.61,3.35,2,14
9,e2,3,c,TSV,MC,RC-V1,3,同意,-,265,3.76,3.46,2,19
9,e2,7,c,TSV,MC,RC-V1,3,致力,-,305,2.23,2.19,2,12
9,e2,11,c,TSV,MC,RC-V1,3,倡导,-,355,1.43,1.40,2,16
9,e2,15,c,TSV,MC,RC-V1,3,不喜,-,425,4.01,4.01,2,16
9,e2,19,c,TSV,MC,RC-V1,3,关注,-,310,3.14,3.00,2,14
9,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,335,4.66,3.77,2,18
10,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,733,2.68,2.58,2,22
10,e2,6,c,TSV,MC,RC-V1,3,期待,-,555,3.24,3.09,2,21
10,e2,10,c,TSV,MC,RC-V1,3,乐于,-,1052,2.15,2.10,2,8
10,e2,14,c,TSV,MC,RC-V1,3,注意,-,917,3.85,3.55,2,21
10,e2,18,c,TSV,MC,RC-V1,3,愿意,-,580,3.96,3.59,2,27
10,e2,22,c,TSV,MC,RC-V1,3,乐意,-,335,3.24,3.13,2,18
11,e2,1,c,TSV,MC,RC-V1,3,敢于,-,336,1.93,1.89,2,14
11,e2,5,c,TSV,MC,RC-V1,3,习惯,-,436,3.35,3.21,2,14
11,e2,9,c,TSV,MC,RC-V1,3,提倡,-,418,1.69,1.67,2,22
11,e2,13,c,TSV,MC,RC-V1,3,支持,-,356,3.58,3.31,2,13
11,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,403,2.80,2.73,2,20
11,e2,21,c,TSV,MC,RC-V1,3,热衷,-,754,2.22,2.18,2,20
12,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,365,2.87,2.76,2,16
12,e2,8,c,TSV,MC,RC-V1,3,善于,-,479,2.46,2.41,2,15
12,e2,12,c,TSV,MC,RC-V1,3,推崇,-,330,1.46,1.43,2,22
12,e2,16,c,TSV,MC,RC-V1,3,避免,-,285,2.95,2.88,2,23
12,e2,20,c,TSV,MC,RC-V1,3,注重,-,275,2.13,2.10,2,17
12,e2,24,c,TSV,MC,RC-V1,3,负责,-,351,3.61,3.35,2,14
13,e2,3,c,TSV,MC,RC-V1,3,同意,-,455,3.76,3.46,2,19
13,e2,7,c,TSV,MC,RC-V1,3,致力,-,763,2.23,2.19,2,12
13,e2,11,c,TSV,MC,RC-V1,3,倡导,-,400,1.43,1.40,2,16
13,e2,15,c,TSV,MC,RC-V1,3,不喜,-,390,4.01,4.01,2,16
13,e2,19,c,TSV,MC,RC-V1,3,关注,-,430,3.14,3.00,2,14
13,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,647,4.66,3.77,2,18
14,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,490,2.68,2.58,2,22
14,e2,6,c,TSV,MC,RC-V1,3,期待,-,440,3.24,3.09,2,21
14,e2,10,c,TSV,MC,RC-V1,3,乐于,-,430,2.15,2.10,2,8
14,e2,14,c,TSV,MC,RC-V1,3,注意,-,534,3.85,3.55,2,21
14,e2,18,c,TSV,MC,RC-V1,3,愿意,-,539,3.96,3.59,2,27
14,e2,22,c,TSV,MC,RC-V1,3,乐意,-,460,3.24,3.13,2,18
15,e2,1,c,TSV,MC,RC-V1,3,敢于,-,529,1.93,1.89,2,14
15,e2,5,c,TSV,MC,RC-V1,3,习惯,-,599,3.35,3.21,2,14
15,e2,9,c,TSV,MC,RC-V1,3,提倡,-,839,1.69,1.67,2,22
15,e2,13,c,TSV,MC,RC-V1,3,支持,-,458,3.58,3.31,2,13
15,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,425,2.80,2.73,2,20
15,e2,21,c,TSV,MC,RC-V1,3,热衷,-,400,2.22,2.18,2,20
16,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,390,2.87,2.76,2,16
16,e2,8,c,TSV,MC,RC-V1,3,善于,-,683,2.46,2.41,2,15
16,e2,12,c,TSV,MC,RC-V1,3,推崇,-,350,1.46,1.43,2,22
16,e2,16,c,TSV,MC,RC-V1,3,避免,-,410,2.95,2.88,2,23
16,e2,20,c,TSV,MC,RC-V1,3,注重,-,454,2.13,2.10,2,17
16,e2,24,c,TSV,MC,RC-V1,3,负责,-,788,3.61,3.35,2,14
17,e2,3,c,TSV,MC,RC-V1,3,同意,-,415,3.76,3.46,2,19
17,e2,7,c,TSV,MC,RC-V1,3,致力,-,743,2.23,2.19,2,12
17,e2,11,c,TSV,MC,RC-V1,3,倡导,-,430,1.43,1.40,2,16
17,e2,15,c,TSV,MC,RC-V1,3,不喜,-,903,4.01,4.01,2,16
17,e2,19,c,TSV,MC,RC-V1,3,关注,-,644,3.14,3.00,2,14
17,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,430,4.66,3.77,2,18
18,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,469,2.68,2.58,2,22
18,e2,6,c,TSV,MC,RC-V1,3,期待,-,684,3.24,3.09,2,21
18,e2,10,c,TSV,MC,RC-V1,3,乐于,-,489,2.15,2.10,2,8
18,e2,14,c,TSV,MC,RC-V1,3,注意,-,1994,3.85,3.55,2,21
18,e2,18,c,TSV,MC,RC-V1,3,愿意,-,1023,3.96,3.59,2,27
18,e2,22,c,TSV,MC,RC-V1,3,乐意,-,485,3.24,3.13,2,18
19,e2,1,c,TSV,MC,RC-V1,3,敢于,-,240,1.93,1.89,2,14
19,e2,5,c,TSV,MC,RC-V1,3,习惯,-,280,3.35,3.21,2,14
19,e2,9,c,TSV,MC,RC-V1,3,提倡,-,400,1.69,1.67,2,22
19,e2,13,c,TSV,MC,RC-V1,3,支持,-,246,3.58,3.31,2,13
19,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,332,2.80,2.73,2,20
19,e2,21,c,TSV,MC,RC-V1,3,热衷,-,208,2.22,2.18,2,20
20,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,355,2.87,2.76,2,16
20,e2,8,c,TSV,MC,RC-V1,3,善于,-,440,2.46,2.41,2,15
20,e2,12,c,TSV,MC,RC-V1,3,推崇,-,684,1.46,1.43,2,22
20,e2,16,c,TSV,MC,RC-V1,3,避免,-,351,2.95,2.88,2,23
20,e2,20,c,TSV,MC,RC-V1,3,注重,-,275,2.13,2.10,2,17
20,e2,24,c,TSV,MC,RC-V1,3,负责,-,475,3.61,3.35,2,14
21,e2,3,c,TSV,MC,RC-V1,3,同意,-,540,3.76,3.46,2,19
21,e2,7,c,TSV,MC,RC-V1,3,致力,-,609,2.23,2.19,2,12
21,e2,11,c,TSV,MC,RC-V1,3,倡导,-,514,1.43,1.40,2,16
21,e2,15,c,TSV,MC,RC-V1,3,不喜,-,330,4.01,4.01,2,16
21,e2,19,c,TSV,MC,RC-V1,3,关注,-,396,3.14,3.00,2,14
21,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,640,4.66,3.77,2,18
22,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,231,2.68,2.58,2,22
22,e2,6,c,TSV,MC,RC-V1,3,期待,-,295,3.24,3.09,2,21
22,e2,10,c,TSV,MC,RC-V1,3,乐于,-,245,2.15,2.10,2,8
22,e2,14,c,TSV,MC,RC-V1,3,注意,-,300,3.85,3.55,2,21
22,e2,18,c,TSV,MC,RC-V1,3,愿意,-,225,3.96,3.59,2,27
22,e2,22,c,TSV,MC,RC-V1,3,乐意,-,319,3.24,3.13,2,18
23,e2,1,c,TSV,MC,RC-V1,3,敢于,-,303,1.93,1.89,2,14
23,e2,5,c,TSV,MC,RC-V1,3,习惯,-,469,3.35,3.21,2,14
23,e2,9,c,TSV,MC,RC-V1,3,提倡,-,359,1.69,1.67,2,22
23,e2,13,c,TSV,MC,RC-V1,3,支持,-,434,3.58,3.31,2,13
23,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,466,2.80,2.73,2,20
23,e2,21,c,TSV,MC,RC-V1,3,热衷,-,320,2.22,2.18,2,20
24,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,315,2.87,2.76,2,16
24,e2,8,c,TSV,MC,RC-V1,3,善于,-,215,2.46,2.41,2,15
24,e2,12,c,TSV,MC,RC-V1,3,推崇,-,221,1.46,1.43,2,22
24,e2,16,c,TSV,MC,RC-V1,3,避免,-,212,2.95,2.88,2,23
24,e2,20,c,TSV,MC,RC-V1,3,注重,-,195,2.13,2.10,2,17
24,e2,24,c,TSV,MC,RC-V1,3,负责,-,233,3.61,3.35,2,14
25,e2,3,c,TSV,MC,RC-V1,3,同意,-,490,3.76,3.46,2,19
25,e2,7,c,TSV,MC,RC-V1,3,致力,-,570,2.23,2.19,2,12
25,e2,11,c,TSV,MC,RC-V1,3,倡导,-,539,1.43,1.40,2,16
25,e2,15,c,TSV,MC,RC-V1,3,不喜,-,494,4.01,4.01,2,16
25,e2,19,c,TSV,MC,RC-V1,3,关注,-,543,3.14,3.00,2,14
25,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,942,4.66,3.77,2,18
26,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,883,2.68,2.58,2,22
26,e2,6,c,TSV,MC,RC-V1,3,期待,-,470,3.24,3.09,2,21
26,e2,10,c,TSV,MC,RC-V1,3,乐于,-,654,2.15,2.10,2,8
26,e2,14,c,TSV,MC,RC-V1,3,注意,-,384,3.85,3.55,2,21
26,e2,18,c,TSV,MC,RC-V1,3,愿意,-,495,3.96,3.59,2,27
26,e2,22,c,TSV,MC,RC-V1,3,乐意,-,539,3.24,3.13,2,18
27,e2,1,c,TSV,MC,RC-V1,3,敢于,-,414,1.93,1.89,2,14
27,e2,5,c,TSV,MC,RC-V1,3,习惯,-,598,3.35,3.21,2,14
27,e2,9,c,TSV,MC,RC-V1,3,提倡,-,539,1.69,1.67,2,22
27,e2,13,c,TSV,MC,RC-V1,3,支持,-,296,3.58,3.31,2,13
27,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,868,2.80,2.73,2,20
27,e2,21,c,TSV,MC,RC-V1,3,热衷,-,500,2.22,2.18,2,20
28,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,395,2.87,2.76,2,16
28,e2,8,c,TSV,MC,RC-V1,3,善于,-,305,2.46,2.41,2,15
28,e2,12,c,TSV,MC,RC-V1,3,推崇,-,425,1.46,1.43,2,22
28,e2,16,c,TSV,MC,RC-V1,3,避免,-,275,2.95,2.88,2,23
28,e2,20,c,TSV,MC,RC-V1,3,注重,-,285,2.13,2.10,2,17
28,e2,24,c,TSV,MC,RC-V1,3,负责,-,255,3.61,3.35,2,14
29,e2,3,c,TSV,MC,RC-V1,3,同意,-,205,3.76,3.46,2,19
29,e2,7,c,TSV,MC,RC-V1,3,致力,-,202,2.23,2.19,2,12
29,e2,11,c,TSV,MC,RC-V1,3,倡导,-,315,1.43,1.40,2,16
29,e2,15,c,TSV,MC,RC-V1,3,不喜,-,216,4.01,4.01,2,16
29,e2,19,c,TSV,MC,RC-V1,3,关注,-,231,3.14,3.00,2,14
29,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,215,4.66,3.77,2,18
30,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,181,2.68,2.58,2,22
30,e2,6,c,TSV,MC,RC-V1,3,期待,-,326,3.24,3.09,2,21
30,e2,10,c,TSV,MC,RC-V1,3,乐于,-,330,2.15,2.10,2,8
30,e2,14,c,TSV,MC,RC-V1,3,注意,-,185,3.85,3.55,2,21
30,e2,18,c,TSV,MC,RC-V1,3,愿意,-,305,3.96,3.59,2,27
30,e2,22,c,TSV,MC,RC-V1,3,乐意,-,185,3.24,3.13,2,18
31,e2,1,c,TSV,MC,RC-V1,3,敢于,-,230,1.93,1.89,2,14
31,e2,5,c,TSV,MC,RC-V1,3,习惯,-,245,3.35,3.21,2,14
31,e2,9,c,TSV,MC,RC-V1,3,提倡,-,336,1.69,1.67,2,22
31,e2,13,c,TSV,MC,RC-V1,3,支持,-,260,3.58,3.31,2,13
31,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,291,2.80,2.73,2,20
31,e2,21,c,TSV,MC,RC-V1,3,热衷,-,245,2.22,2.18,2,20
32,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,344,2.87,2.76,2,16
32,e2,8,c,TSV,MC,RC-V1,3,善于,-,335,2.46,2.41,2,15
32,e2,12,c,TSV,MC,RC-V1,3,推崇,-,375,1.46,1.43,2,22
32,e2,16,c,TSV,MC,RC-V1,3,避免,-,380,2.95,2.88,2,23
32,e2,20,c,TSV,MC,RC-V1,3,注重,-,230,2.13,2.10,2,17
32,e2,24,c,TSV,MC,RC-V1,3,负责,-,514,3.61,3.35,2,14
33,e2,3,c,TSV,MC,RC-V1,3,同意,-,370,3.76,3.46,2,19
33,e2,7,c,TSV,MC,RC-V1,3,致力,-,504,2.23,2.19,2,12
33,e2,11,c,TSV,MC,RC-V1,3,倡导,-,415,1.43,1.40,2,16
33,e2,15,c,TSV,MC,RC-V1,3,不喜,-,375,4.01,4.01,2,16
33,e2,19,c,TSV,MC,RC-V1,3,关注,-,315,3.14,3.00,2,14
33,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,399,4.66,3.77,2,18
34,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,261,2.68,2.58,2,22
34,e2,6,c,TSV,MC,RC-V1,3,期待,-,450,3.24,3.09,2,21
34,e2,10,c,TSV,MC,RC-V1,3,乐于,-,494,2.15,2.10,2,8
34,e2,14,c,TSV,MC,RC-V1,3,注意,-,285,3.85,3.55,2,21
34,e2,18,c,TSV,MC,RC-V1,3,愿意,-,574,3.96,3.59,2,27
34,e2,22,c,TSV,MC,RC-V1,3,乐意,-,718,3.24,3.13,2,18
35,e2,1,c,TSV,MC,RC-V1,3,敢于,-,336,1.93,1.89,2,14
35,e2,5,c,TSV,MC,RC-V1,3,习惯,-,409,3.35,3.21,2,14
35,e2,9,c,TSV,MC,RC-V1,3,提倡,-,574,1.69,1.67,2,22
35,e2,13,c,TSV,MC,RC-V1,3,支持,-,325,3.58,3.31,2,13
35,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,376,2.80,2.73,2,20
35,e2,21,c,TSV,MC,RC-V1,3,热衷,-,293,2.22,2.18,2,20
36,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,370,2.87,2.76,2,16
36,e2,8,c,TSV,MC,RC-V1,3,善于,-,408,2.46,2.41,2,15
36,e2,12,c,TSV,MC,RC-V1,3,推崇,-,251,1.46,1.43,2,22
36,e2,16,c,TSV,MC,RC-V1,3,避免,-,216,2.95,2.88,2,23
36,e2,20,c,TSV,MC,RC-V1,3,注重,-,186,2.13,2.10,2,17
36,e2,24,c,TSV,MC,RC-V1,3,负责,-,227,3.61,3.35,2,14
37,e2,3,c,TSV,MC,RC-V1,3,同意,-,450,3.76,3.46,2,19
37,e2,7,c,TSV,MC,RC-V1,3,致力,-,554,2.23,2.19,2,12
37,e2,11,c,TSV,MC,RC-V1,3,倡导,-,510,1.43,1.40,2,16
37,e2,15,c,TSV,MC,RC-V1,3,不喜,-,604,4.01,4.01,2,16
37,e2,19,c,TSV,MC,RC-V1,3,关注,-,445,3.14,3.00,2,14
37,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,460,4.66,3.77,2,18
38,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,380,2.68,2.58,2,22
38,e2,6,c,TSV,MC,RC-V1,3,期待,-,291,3.24,3.09,2,21
38,e2,10,c,TSV,MC,RC-V1,3,乐于,-,504,2.15,2.10,2,8
38,e2,14,c,TSV,MC,RC-V1,3,注意,-,345,3.85,3.55,2,21
38,e2,18,c,TSV,MC,RC-V1,3,愿意,-,374,3.96,3.59,2,27
38,e2,22,c,TSV,MC,RC-V1,3,乐意,-,261,3.24,3.13,2,18
39,e2,1,c,TSV,MC,RC-V1,3,敢于,-,291,1.93,1.89,2,14
39,e2,5,c,TSV,MC,RC-V1,3,习惯,-,275,3.35,3.21,2,14
39,e2,9,c,TSV,MC,RC-V1,3,提倡,-,320,1.69,1.67,2,22
39,e2,13,c,TSV,MC,RC-V1,3,支持,-,583,3.58,3.31,2,13
39,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,436,2.80,2.73,2,20
39,e2,21,c,TSV,MC,RC-V1,3,热衷,-,325,2.22,2.18,2,20
40,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,335,2.87,2.76,2,16
40,e2,8,c,TSV,MC,RC-V1,3,善于,-,509,2.46,2.41,2,15
40,e2,12,c,TSV,MC,RC-V1,3,推崇,-,375,1.46,1.43,2,22
40,e2,16,c,TSV,MC,RC-V1,3,避免,-,544,2.95,2.88,2,23
40,e2,20,c,TSV,MC,RC-V1,3,注重,-,509,2.13,2.10,2,17
40,e2,24,c,TSV,MC,RC-V1,3,负责,-,355,3.61,3.35,2,14
41,e2,3,c,TSV,MC,RC-V1,3,同意,-,602,3.76,3.46,2,19
41,e2,7,c,TSV,MC,RC-V1,3,致力,-,339,2.23,2.19,2,12
41,e2,11,c,TSV,MC,RC-V1,3,倡导,-,300,1.43,1.40,2,16
41,e2,15,c,TSV,MC,RC-V1,3,不喜,-,253,4.01,4.01,2,16
41,e2,19,c,TSV,MC,RC-V1,3,关注,-,583,3.14,3.00,2,14
41,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,1171,4.66,3.77,2,18
42,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,708,2.68,2.58,2,22
42,e2,6,c,TSV,MC,RC-V1,3,期待,-,376,3.24,3.09,2,21
42,e2,10,c,TSV,MC,RC-V1,3,乐于,-,430,2.15,2.10,2,8
42,e2,14,c,TSV,MC,RC-V1,3,注意,-,445,3.85,3.55,2,21
42,e2,18,c,TSV,MC,RC-V1,3,愿意,-,559,3.96,3.59,2,27
42,e2,22,c,TSV,MC,RC-V1,3,乐意,-,1506,3.24,3.13,2,18
43,e2,1,c,TSV,MC,RC-V1,3,敢于,-,554,1.93,1.89,2,14
43,e2,5,c,TSV,MC,RC-V1,3,习惯,-,575,3.35,3.21,2,14
43,e2,9,c,TSV,MC,RC-V1,3,提倡,-,384,1.69,1.67,2,22
43,e2,13,c,TSV,MC,RC-V1,3,支持,-,295,3.58,3.31,2,13
43,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,305,2.80,2.73,2,20
43,e2,21,c,TSV,MC,RC-V1,3,热衷,-,290,2.22,2.18,2,20
44,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,196,2.87,2.76,2,16
44,e2,8,c,TSV,MC,RC-V1,3,善于,-,247,2.46,2.41,2,15
44,e2,12,c,TSV,MC,RC-V1,3,推崇,-,325,1.46,1.43,2,22
44,e2,16,c,TSV,MC,RC-V1,3,避免,-,334,2.95,2.88,2,23
44,e2,20,c,TSV,MC,RC-V1,3,注重,-,166,2.13,2.10,2,17
44,e2,24,c,TSV,MC,RC-V1,3,负责,-,265,3.61,3.35,2,14
45,e2,3,c,TSV,MC,RC-V1,3,同意,-,235,3.76,3.46,2,19
45,e2,7,c,TSV,MC,RC-V1,3,致力,-,215,2.23,2.19,2,12
45,e2,11,c,TSV,MC,RC-V1,3,倡导,-,200,1.43,1.40,2,16
45,e2,15,c,TSV,MC,RC-V1,3,不喜,-,185,4.01,4.01,2,16
45,e2,19,c,TSV,MC,RC-V1,3,关注,-,215,3.14,3.00,2,14
45,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,466,4.66,3.77,2,18
46,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,513,2.68,2.58,2,22
46,e2,6,c,TSV,MC,RC-V1,3,期待,-,464,3.24,3.09,2,21
46,e2,10,c,TSV,MC,RC-V1,3,乐于,-,356,2.15,2.10,2,8
46,e2,14,c,TSV,MC,RC-V1,3,注意,-,325,3.85,3.55,2,21
46,e2,18,c,TSV,MC,RC-V1,3,愿意,-,345,3.96,3.59,2,27
46,e2,22,c,TSV,MC,RC-V1,3,乐意,-,504,3.24,3.13,2,18
47,e2,1,c,TSV,MC,RC-V1,3,敢于,-,346,1.93,1.89,2,14
47,e2,5,c,TSV,MC,RC-V1,3,习惯,-,499,3.35,3.21,2,14
47,e2,9,c,TSV,MC,RC-V1,3,提倡,-,923,1.69,1.67,2,22
47,e2,13,c,TSV,MC,RC-V1,3,支持,-,439,3.58,3.31,2,13
47,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,1489,2.80,2.73,2,20
47,e2,21,c,TSV,MC,RC-V1,3,热衷,-,365,2.22,2.18,2,20
48,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,603,2.87,2.76,2,16
48,e2,8,c,TSV,MC,RC-V1,3,善于,-,435,2.46,2.41,2,15
48,e2,12,c,TSV,MC,RC-V1,3,推崇,-,559,1.46,1.43,2,22
48,e2,16,c,TSV,MC,RC-V1,3,避免,-,454,2.95,2.88,2,23
48,e2,20,c,TSV,MC,RC-V1,3,注重,-,554,2.13,2.10,2,17
48,e2,24,c,TSV,MC,RC-V1,3,负责,-,379,3.61,3.35,2,14
49,e2,3,c,TSV,MC,RC-V1,3,同意,-,450,3.76,3.46,2,19
49,e2,7,c,TSV,MC,RC-V1,3,致力,-,336,2.23,2.19,2,12
49,e2,11,c,TSV,MC,RC-V1,3,倡导,-,1585,1.43,1.40,2,16
49,e2,15,c,TSV,MC,RC-V1,3,不喜,-,654,4.01,4.01,2,16
49,e2,19,c,TSV,MC,RC-V1,3,关注,-,555,3.14,3.00,2,14
49,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,1327,4.66,3.77,2,18
50,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,798,2.68,2.58,2,22
50,e2,6,c,TSV,MC,RC-V1,3,期待,-,504,3.24,3.09,2,21
50,e2,10,c,TSV,MC,RC-V1,3,乐于,-,599,2.15,2.10,2,8
50,e2,14,c,TSV,MC,RC-V1,3,注意,-,644,3.85,3.55,2,21
50,e2,18,c,TSV,MC,RC-V1,3,愿意,-,569,3.96,3.59,2,27
50,e2,22,c,TSV,MC,RC-V1,3,乐意,-,2158,3.24,3.13,2,18
51,e2,1,c,TSV,MC,RC-V1,3,敢于,-,196,1.93,1.89,2,14
51,e2,5,c,TSV,MC,RC-V1,3,习惯,-,213,3.35,3.21,2,14
51,e2,9,c,TSV,MC,RC-V1,3,提倡,-,220,1.69,1.67,2,22
51,e2,13,c,TSV,MC,RC-V1,3,支持,-,509,3.58,3.31,2,13
51,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,235,2.80,2.73,2,20
51,e2,21,c,TSV,MC,RC-V1,3,热衷,-,200,2.22,2.18,2,20
52,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,235,2.87,2.76,2,16
52,e2,8,c,TSV,MC,RC-V1,3,善于,-,246,2.46,2.41,2,15
52,e2,12,c,TSV,MC,RC-V1,3,推崇,-,365,1.46,1.43,2,22
52,e2,16,c,TSV,MC,RC-V1,3,避免,-,190,2.95,2.88,2,23
52,e2,20,c,TSV,MC,RC-V1,3,注重,-,285,2.13,2.10,2,17
52,e2,24,c,TSV,MC,RC-V1,3,负责,-,275,3.61,3.35,2,14
53,e2,3,c,TSV,MC,RC-V1,3,同意,-,529,3.76,3.46,2,19
53,e2,7,c,TSV,MC,RC-V1,3,致力,-,345,2.23,2.19,2,12
53,e2,11,c,TSV,MC,RC-V1,3,倡导,-,450,1.43,1.40,2,16
53,e2,15,c,TSV,MC,RC-V1,3,不喜,-,403,4.01,4.01,2,16
53,e2,19,c,TSV,MC,RC-V1,3,关注,-,320,3.14,3.00,2,14
53,e2,23,c,TSV,MC,RC-V1,3,喜欢,-,345,4.66,3.77,2,18
54,e2,2,c,TSV,MC,RC-V1,3,喜爱,-,554,2.68,2.58,2,22
54,e2,6,c,TSV,MC,RC-V1,3,期待,-,599,3.24,3.09,2,21
54,e2,10,c,TSV,MC,RC-V1,3,乐于,-,858,2.15,2.10,2,8
54,e2,14,c,TSV,MC,RC-V1,3,注意,-,520,3.85,3.55,2,21
54,e2,18,c,TSV,MC,RC-V1,3,愿意,-,523,3.96,3.59,2,27
54,e2,22,c,TSV,MC,RC-V1,3,乐意,-,613,3.24,3.13,2,18
55,e2,1,c,TSV,MC,RC-V1,3,敢于,-,365,1.93,1.89,2,14
55,e2,5,c,TSV,MC,RC-V1,3,习惯,-,365,3.35,3.21,2,14
55,e2,9,c,TSV,MC,RC-V1,3,提倡,-,324,1.69,1.67,2,22
55,e2,13,c,TSV,MC,RC-V1,3,支持,-,385,3.58,3.31,2,13
55,e2,17,c,TSV,MC,RC-V1,3,鼓励,-,479,2.80,2.73,2,20
55,e2,21,c,TSV,MC,RC-V1,3,热衷,-,325,2.22,2.18,2,20
56,e2,4,c,TSV,MC,RC-V1,3,厌倦,-,400,2.87,2.76,2,16
56,e2,8,c,TSV,MC,RC-V1,3,善于,-,260,2.46,2.41,2,15
56,e2,12,c,TSV,MC,RC-V1,3,推崇,-,480,1.46,1.43,2,22
56,e2,16,c,TSV,MC,RC-V1,3,避免,-,339,2.95,2.88,2,23
56,e2,20,c,TSV,MC,RC-V1,3,注重,-,354,2.13,2.10,2,17
56,e2,24,c,TSV,MC,RC-V1,3,负责,-,624,3.61,3.35,2,14
57,e2,3,c,TSV,MC,RC-V1,3,同意,-,539,3.76,3.46,2,19
57,e2,7,c,TSV,MC,RC-V1,3,致力,-,747,2.23,2.19,2,12
57,e2,11,c,TSV,MC,RC-V1,3,倡导,-,669,1.43,1.40,2,16
