subj,exp,item,condition,order,clauseType,constituent,position,word,Q,RT,logW,logWCD,Wlength,Nstrokes
1,e2,1,a,TSV,RC,DCL,0,这项,-,367,2.44,2.37,2,16
1,e2,5,a,TSV,RC,DCL,0,这款,-,1029,3.63,3.63,2,19
1,e2,9,a,TSV,RC,DCL,0,这套,-,351,3.64,3.64,2,17
1,e2,13,a,TSV,RC,DCL,0,这次,-,341,3.55,3.36,2,13
1,e2,17,a,TSV,RC,DCL,0,这种,-,370,4.16,3.69,2,16
1,e2,21,a,TSV,RC,DCL,0,这款,-,431,3.63,3.63,2,19
2,e2,4,a,TSV,RC,DCL,0,这门,-,451,3.64,3.64,2,10
2,e2,8,a,TSV,RC,DCL,0,这种,-,366,4.16,3.69,2,16
2,e2,12,a,TSV,RC,DCL,0,这支,-,486,3.64,3.64,2,11
2,e2,16,a,TSV,RC,DCL,0,这个,-,461,4.96,3.79,2,10
2,e2,20,a,TSV,RC,DCL,0,这种,-,387,4.16,3.69,2,16
2,e2,24,a,TSV,RC,DCL,0,这款,-,550,3.63,3.63,2,19
3,e2,3,a,TSV,RC,DCL,0,这项,-,316,2.44,2.37,2,16
3,e2,7,a,TSV,RC,DCL,0,这种,-,635,4.16,3.69,2,16
3,e2,11,a,TSV,RC,DCL,0,这种,-,256,4.16,3.69,2,16
3,e2,15,a,TSV,RC,DCL,0,这类,-,451,3.63,3.63,2,16
3,e2,19,a,TSV,RC,DCL,0,这类,-,356,3.63,3.63,2,16
3,e2,23,a,TSV,RC,DCL,0,这款,-,331,3.63,3.63,2,19
4,e2,2,a,TSV,RC,DCL,0,这项,-,297,2.44,2.37,2,16
4,e2,6,a,TSV,RC,DCL,0,这个,-,311,4.96,3.79,2,10
4,e2,10,a,TSV,RC,DCL,0,这项,-,211,2.44,2.37,2,16
4,e2,14,a,TSV,RC,DCL,0,这种,-,411,4.16,3.69,2,16
4,e2,18,a,TSV,RC,DCL,0,这种,-,262,4.16,3.69,2,16
4,e2,22,a,TSV,RC,DCL,0,这项,-,1965,2.44,2.37,2,16
5,e2,1,a,TSV,RC,DCL,0,这项,-,356,2.44,2.37,2,16
5,e2,5,a,TSV,RC,DCL,0,这款,-,366,3.63,3.63,2,19
5,e2,9,a,TSV,RC,DCL,0,这套,-,555,3.64,3.64,2,17
5,e2,13,a,TSV,RC,DCL,0,这次,-,386,3.55,3.36,2,13
5,e2,17,a,TSV,RC,DCL,0,这种,-,356,4.16,3.69,2,16
5,e2,21,a,TSV,RC,DCL,0,这款,-,475,3.63,3.63,2,19
6,e2,4,a,TSV,RC,DCL,0,这门,-,331,3.64,3.64,2,10
6,e2,8,a,TSV,RC,DCL,0,这种,-,252,4.16,3.69,2,16
6,e2,12,a,TSV,RC,DCL,0,这支,-,221,3.64,3.64,2,11
6,e2,16,a,TSV,RC,DCL,0,这个,-,252,4.96,3.79,2,10
6,e2,20,a,TSV,RC,DCL,0,这种,-,301,4.16,3.69,2,16
6,e2,24,a,TSV,RC,DCL,0,这款,-,282,3.63,3.63,2,19
7,e2,3,a,TSV,RC,DCL,0,这项,-,346,2.44,2.37,2,16
7,e2,7,a,TSV,RC,DCL,0,这种,-,635,4.16,3.69,2,16
7,e2,11,a,TSV,RC,DCL,0,这种,-,391,4.16,3.69,2,16
7,e2,15,a,TSV,RC,DCL,0,这类,-,410,3.63,3.63,2,16
7,e2,19,a,TSV,RC,DCL,0,这类,-,317,3.63,3.63,2,16
7,e2,23,a,TSV,RC,DCL,0,这款,-,436,3.63,3.63,2,19
8,e2,2,a,TSV,RC,DCL,0,这项,-,251,2.44,2.37,2,16
8,e2,6,a,TSV,RC,DCL,0,这个,-,351,4.96,3.79,2,10
8,e2,10,a,TSV,RC,DCL,0,这项,-,231,2.44,2.37,2,16
8,e2,14,a,TSV,RC,DCL,0,这种,-,311,4.16,3.69,2,16
8,e2,18,a,TSV,RC,DCL,0,这种,-,352,4.16,3.69,2,16
8,e2,22,a,TSV,RC,DCL,0,这项,-,312,2.44,2.37,2,16
9,e2,1,a,TSV,RC,DCL,0,这项,-,401,2.44,2.37,2,16
9,e2,5,a,TSV,RC,DCL,0,这款,-,396,3.63,3.63,2,19
9,e2,9,a,TSV,RC,DCL,0,这套,-,356,3.64,3.64,2,17
9,e2,13,a,TSV,RC,DCL,0,这次,-,660,3.55,3.36,2,13
9,e2,17,a,TSV,RC,DCL,0,这种,-,555,4.16,3.69,2,16
9,e2,21,a,TSV,RC,DCL,0,这款,-,251,3.63,3.63,2,19
10,e2,4,a,TSV,RC,DCL,0,这门,-,401,3.64,3.64,2,10
10,e2,8,a,TSV,RC,DCL,0,这种,-,919,4.16,3.69,2,16
10,e2,12,a,TSV,RC,DCL,0,这支,-,371,3.64,3.64,2,11
10,e2,16,a,TSV,RC,DCL,0,这个,-,599,4.96,3.79,2,10
10,e2,20,a,TSV,RC,DCL,0,这种,-,386,4.16,3.69,2,16
10,e2,24,a,TSV,RC,DCL,0,这款,-,362,3.63,3.63,2,19
11,e2,3,a,TSV,RC,DCL,0,这项,-,585,2.44,2.37,2,16
11,e2,7,a,TSV,RC,DCL,0,这种,-,575,4.16,3.69,2,16
11,e2,11,a,TSV,RC,DCL,0,这种,-,565,4.16,3.69,2,16
11,e2,15,a,TSV,RC,DCL,0,这类,-,536,3.63,3.63,2,16
11,e2,19,a,TSV,RC,DCL,0,这类,-,387,3.63,3.63,2,16
11,e2,23,a,TSV,RC,DCL,0,这款,-,267,3.63,3.63,2,19
12,e2,2,a,TSV,RC,DCL,0,这项,-,366,2.44,2.37,2,16
12,e2,6,a,TSV,RC,DCL,0,这个,-,376,4.96,3.79,2,10
12,e2,10,a,TSV,RC,DCL,0,这项,-,361,2.44,2.37,2,16
12,e2,14,a,TSV,RC,DCL,0,这种,-,416,4.16,3.69,2,16
12,e2,18,a,TSV,RC,DCL,0,这种,-,357,4.16,3.69,2,16
12,e2,22,a,TSV,RC,DCL,0,这项,-,425,2.44,2.37,2,16
13,e2,1,a,TSV,RC,DCL,0,这项,-,390,2.44,2.37,2,16
13,e2,5,a,TSV,RC,DCL,0,这款,-,435,3.63,3.63,2,19
13,e2,9,a,TSV,RC,DCL,0,这套,-,461,3.64,3.64,2,17
13,e2,13,a,TSV,RC,DCL,0,这次,-,436,3.55,3.36,2,13
13,e2,17,a,TSV,RC,DCL,0,这种,-,1162,4.16,3.69,2,16
13,e2,21,a,TSV,RC,DCL,0,这款,-,460,3.63,3.63,2,19
14,e2,4,a,TSV,RC,DCL,0,这门,-,716,3.64,3.64,2,10
14,e2,8,a,TSV,RC,DCL,0,这种,-,481,4.16,3.69,2,16
14,e2,12,a,TSV,RC,DCL,0,这支,-,471,3.64,3.64,2,11
14,e2,16,a,TSV,RC,DCL,0,这个,-,492,4.96,3.79,2,10
14,e2,20,a,TSV,RC,DCL,0,这种,-,869,4.16,3.69,2,16
14,e2,24,a,TSV,RC,DCL,0,这款,-,649,3.63,3.63,2,19
15,e2,3,a,TSV,RC,DCL,0,这项,-,405,2.44,2.37,2,16
15,e2,7,a,TSV,RC,DCL,0,这种,-,850,4.16,3.69,2,16
15,e2,11,a,TSV,RC,DCL,0,这种,-,377,4.16,3.69,2,16
15,e2,15,a,TSV,RC,DCL,0,这类,-,511,3.63,3.63,2,16
15,e2,19,a,TSV,RC,DCL,0,这类,-,481,3.63,3.63,2,16
15,e2,23,a,TSV,RC,DCL,0,这款,-,436,3.63,3.63,2,19
16,e2,2,a,TSV,RC,DCL,0,这项,-,595,2.44,2.37,2,16
16,e2,6,a,TSV,RC,DCL,0,这个,-,635,4.96,3.79,2,10
16,e2,10,a,TSV,RC,DCL,0,这项,-,575,2.44,2.37,2,16
16,e2,14,a,TSV,RC,DCL,0,这种,-,242,4.16,3.69,2,16
16,e2,18,a,TSV,RC,DCL,0,这种,-,1262,4.16,3.69,2,16
16,e2,22,a,TSV,RC,DCL,0,这项,-,411,2.44,2.37,2,16
17,e2,1,a,TSV,RC,DCL,0,这项,-,372,2.44,2.37,2,16
17,e2,5,a,TSV,RC,DCL,0,这款,-,585,3.63,3.63,2,19
17,e2,9,a,TSV,RC,DCL,0,这套,-,760,3.64,3.64,2,17
17,e2,13,a,TSV,RC,DCL,0,这次,-,710,3.55,3.36,2,13
17,e2,17,a,TSV,RC,DCL,0,这种,-,431,4.16,3.69,2,16
17,e2,21,a,TSV,RC,DCL,0,这款,-,351,3.63,3.63,2,19
18,e2,4,a,TSV,RC,DCL,0,这门,-,1059,3.64,3.64,2,10
18,e2,8,a,TSV,RC,DCL,0,这种,-,875,4.16,3.69,2,16
18,e2,12,a,TSV,RC,DCL,0,这支,-,834,3.64,3.64,2,11
18,e2,16,a,TSV,RC,DCL,0,这个,-,760,4.96,3.79,2,10
18,e2,20,a,TSV,RC,DCL,0,这种,-,1582,4.16,3.69,2,16
18,e2,24,a,TSV,RC,DCL,0,这款,-,640,3.63,3.63,2,19
19,e2,3,a,TSV,RC,DCL,0,这项,-,241,2.44,2.37,2,16
19,e2,7,a,TSV,RC,DCL,0,这种,-,272,4.16,3.69,2,16
19,e2,11,a,TSV,RC,DCL,0,这种,-,226,4.16,3.69,2,16
19,e2,15,a,TSV,RC,DCL,0,这类,-,351,3.63,3.63,2,16
19,e2,19,a,TSV,RC,DCL,0,这类,-,232,3.63,3.63,2,16
19,e2,23,a,TSV,RC,DCL,0,这款,-,177,3.63,3.63,2,19
20,e2,2,a,TSV,RC,DCL,0,这项,-,336,2.44,2.37,2,16
20,e2,6,a,TSV,RC,DCL,0,这个,-,545,4.96,3.79,2,10
20,e2,10,a,TSV,RC,DCL,0,这项,-,382,2.44,2.37,2,16
20,e2,14,a,TSV,RC,DCL,0,这种,-,1880,4.16,3.69,2,16
20,e2,18,a,TSV,RC,DCL,0,这种,-,316,4.16,3.69,2,16
20,e2,22,a,TSV,RC,DCL,0,这项,-,466,2.44,2.37,2,16
21,e2,1,a,TSV,RC,DCL,0,这项,-,371,2.44,2.37,2,16
21,e2,5,a,TSV,RC,DCL,0,这款,-,411,3.63,3.63,2,19
21,e2,9,a,TSV,RC,DCL,0,这套,-,381,3.64,3.64,2,17
21,e2,13,a,TSV,RC,DCL,0,这次,-,442,3.55,3.36,2,13
21,e2,17,a,TSV,RC,DCL,0,这种,-,402,4.16,3.69,2,16
21,e2,21,a,TSV,RC,DCL,0,这款,-,307,3.63,3.63,2,19
22,e2,4,a,TSV,RC,DCL,0,这门,-,289,3.64,3.64,2,10
22,e2,8,a,TSV,RC,DCL,0,这种,-,326,4.16,3.69,2,16
22,e2,12,a,TSV,RC,DCL,0,这支,-,215,3.64,3.64,2,11
22,e2,16,a,TSV,RC,DCL,0,这个,-,310,4.96,3.79,2,10
22,e2,20,a,TSV,RC,DCL,0,这种,-,475,4.16,3.69,2,16
22,e2,24,a,TSV,RC,DCL,0,这款,-,206,3.63,3.63,2,19
23,e2,3,a,TSV,RC,DCL,0,这项,-,435,2.44,2.37,2,16
23,e2,7,a,TSV,RC,DCL,0,这种,-,307,4.16,3.69,2,16
23,e2,11,a,TSV,RC,DCL,0,这种,-,342,4.16,3.69,2,16
23,e2,15,a,TSV,RC,DCL,0,这类,-,363,3.63,3.63,2,16
23,e2,19,a,TSV,RC,DCL,0,这类,-,333,3.63,3.63,2,16
23,e2,23,a,TSV,RC,DCL,0,这款,-,507,3.63,3.63,2,19
24,e2,2,a,TSV,RC,DCL,0,这项,-,377,2.44,2.37,2,16
24,e2,6,a,TSV,RC,DCL,0,这个,-,197,4.96,3.79,2,10
24,e2,10,a,TSV,RC,DCL,0,这项,-,177,2.44,2.37,2,16
24,e2,14,a,TSV,RC,DCL,0,这种,-,336,4.16,3.69,2,16
24,e2,18,a,TSV,RC,DCL,0,这种,-,307,4.16,3.69,2,16
24,e2,22,a,TSV,RC,DCL,0,这项,-,202,2.44,2.37,2,16
25,e2,1,a,TSV,RC,DCL,0,这项,-,665,2.44,2.37,2,16
25,e2,5,a,TSV,RC,DCL,0,这款,-,466,3.63,3.63,2,19
25,e2,9,a,TSV,RC,DCL,0,这套,-,515,3.64,3.64,2,17
25,e2,13,a,TSV,RC,DCL,0,这次,-,455,3.55,3.36,2,13
25,e2,17,a,TSV,RC,DCL,0,这种,-,471,4.16,3.69,2,16
25,e2,21,a,TSV,RC,DCL,0,这款,-,526,3.63,3.63,2,19
26,e2,4,a,TSV,RC,DCL,0,这门,-,451,3.64,3.64,2,10
26,e2,8,a,TSV,RC,DCL,0,这种,-,426,4.16,3.69,2,16
26,e2,12,a,TSV,RC,DCL,0,这支,-,830,3.64,3.64,2,11
26,e2,16,a,TSV,RC,DCL,0,这个,-,461,4.96,3.79,2,10
26,e2,20,a,TSV,RC,DCL,0,这种,-,421,4.16,3.69,2,16
26,e2,24,a,TSV,RC,DCL,0,这款,-,426,3.63,3.63,2,19
27,e2,3,a,TSV,RC,DCL,0,这项,-,525,2.44,2.37,2,16
27,e2,7,a,TSV,RC,DCL,0,这种,-,421,4.16,3.69,2,16
27,e2,11,a,TSV,RC,DCL,0,这种,-,381,4.16,3.69,2,16
27,e2,15,a,TSV,RC,DCL,0,这类,-,516,3.63,3.63,2,16
27,e2,19,a,TSV,RC,DCL,0,这类,-,327,3.63,3.63,2,16
27,e2,23,a,TSV,RC,DCL,0,这款,-,401,3.63,3.63,2,19
28,e2,2,a,TSV,RC,DCL,0,这项,-,421,2.44,2.37,2,16
28,e2,6,a,TSV,RC,DCL,0,这个,-,356,4.96,3.79,2,10
28,e2,10,a,TSV,RC,DCL,0,这项,-,306,2.44,2.37,2,16
28,e2,14,a,TSV,RC,DCL,0,这种,-,292,4.16,3.69,2,16
28,e2,18,a,TSV,RC,DCL,0,这种,-,410,4.16,3.69,2,16
28,e2,22,a,TSV,RC,DCL,0,这项,-,650,2.44,2.37,2,16
29,e2,1,a,TSV,RC,DCL,0,这项,-,421,2.44,2.37,2,16
29,e2,5,a,TSV,RC,DCL,0,这款,-,242,3.63,3.63,2,19
29,e2,9,a,TSV,RC,DCL,0,这套,-,222,3.64,3.64,2,17
29,e2,13,a,TSV,RC,DCL,0,这次,-,291,3.55,3.36,2,13
29,e2,17,a,TSV,RC,DCL,0,这种,-,227,4.16,3.69,2,16
29,e2,21,a,TSV,RC,DCL,0,这款,-,311,3.63,3.63,2,19
30,e2,4,a,TSV,RC,DCL,0,这门,-,306,3.64,3.64,2,10
30,e2,8,a,TSV,RC,DCL,0,这种,-,261,4.16,3.69,2,16
30,e2,12,a,TSV,RC,DCL,0,这支,-,266,3.64,3.64,2,11
30,e2,16,a,TSV,RC,DCL,0,这个,-,380,4.96,3.79,2,10
30,e2,20,a,TSV,RC,DCL,0,这种,-,286,4.16,3.69,2,16
30,e2,24,a,TSV,RC,DCL,0,这款,-,307,3.63,3.63,2,19
31,e2,3,a,TSV,RC,DCL,0,这项,-,337,2.44,2.37,2,16
31,e2,7,a,TSV,RC,DCL,0,这种,-,272,4.16,3.69,2,16
31,e2,11,a,TSV,RC,DCL,0,这种,-,232,4.16,3.69,2,16
31,e2,15,a,TSV,RC,DCL,0,这类,-,490,3.63,3.63,2,16
31,e2,19,a,TSV,RC,DCL,0,这类,-,326,3.63,3.63,2,16
31,e2,23,a,TSV,RC,DCL,0,这款,-,397,3.63,3.63,2,19
32,e2,2,a,TSV,RC,DCL,0,这项,-,351,2.44,2.37,2,16
32,e2,6,a,TSV,RC,DCL,0,这个,-,331,4.96,3.79,2,10
32,e2,10,a,TSV,RC,DCL,0,这项,-,421,2.44,2.37,2,16
32,e2,14,a,TSV,RC,DCL,0,这种,-,301,4.16,3.69,2,16
32,e2,18,a,TSV,RC,DCL,0,这种,-,231,4.16,3.69,2,16
32,e2,22,a,TSV,RC,DCL,0,这项,-,401,2.44,2.37,2,16
33,e2,1,a,TSV,RC,DCL,0,这项,-,331,2.44,2.37,2,16
33,e2,5,a,TSV,RC,DCL,0,这款,-,411,3.63,3.63,2,19
33,e2,9,a,TSV,RC,DCL,0,这套,-,286,3.64,3.64,2,17
33,e2,13,a,TSV,RC,DCL,0,这次,-,281,3.55,3.36,2,13
33,e2,17,a,TSV,RC,DCL,0,这种,-,310,4.16,3.69,2,16
33,e2,21,a,TSV,RC,DCL,0,这款,-,296,3.63,3.63,2,19
34,e2,4,a,TSV,RC,DCL,0,这门,-,2408,3.64,3.64,2,10
34,e2,8,a,TSV,RC,DCL,0,这种,-,406,4.16,3.69,2,16
34,e2,12,a,TSV,RC,DCL,0,这支,-,321,3.64,3.64,2,11
34,e2,16,a,TSV,RC,DCL,0,这个,-,356,4.96,3.79,2,10
34,e2,20,a,TSV,RC,DCL,0,这种,-,535,4.16,3.69,2,16
34,e2,24,a,TSV,RC,DCL,0,这款,-,311,3.63,3.63,2,19
35,e2,3,a,TSV,RC,DCL,0,这项,-,362,2.44,2.37,2,16
35,e2,7,a,TSV,RC,DCL,0,这种,-,313,4.16,3.69,2,16
35,e2,11,a,TSV,RC,DCL,0,这种,-,241,4.16,3.69,2,16
35,e2,15,a,TSV,RC,DCL,0,这类,-,336,3.63,3.63,2,16
35,e2,19,a,TSV,RC,DCL,0,这类,-,421,3.63,3.63,2,16
35,e2,23,a,TSV,RC,DCL,0,这款,-,351,3.63,3.63,2,19
36,e2,2,a,TSV,RC,DCL,0,这项,-,320,2.44,2.37,2,16
36,e2,6,a,TSV,RC,DCL,0,这个,-,267,4.96,3.79,2,10
36,e2,10,a,TSV,RC,DCL,0,这项,-,331,2.44,2.37,2,16
36,e2,14,a,TSV,RC,DCL,0,这种,-,247,4.16,3.69,2,16
36,e2,18,a,TSV,RC,DCL,0,这种,-,281,4.16,3.69,2,16
36,e2,22,a,TSV,RC,DCL,0,这项,-,451,2.44,2.37,2,16
37,e2,1,a,TSV,RC,DCL,0,这项,-,491,2.44,2.37,2,16
37,e2,5,a,TSV,RC,DCL,0,这款,-,524,3.63,3.63,2,19
37,e2,9,a,TSV,RC,DCL,0,这套,-,476,3.64,3.64,2,17
37,e2,13,a,TSV,RC,DCL,0,这次,-,501,3.55,3.36,2,13
37,e2,17,a,TSV,RC,DCL,0,这种,-,531,4.16,3.69,2,16
37,e2,21,a,TSV,RC,DCL,0,这款,-,456,3.63,3.63,2,19
38,e2,4,a,TSV,RC,DCL,0,这门,-,346,3.64,3.64,2,10
38,e2,8,a,TSV,RC,DCL,0,这种,-,376,4.16,3.69,2,16
38,e2,12,a,TSV,RC,DCL,0,这支,-,770,3.64,3.64,2,11
38,e2,16,a,TSV,RC,DCL,0,这个,-,366,4.96,3.79,2,10
38,e2,20,a,TSV,RC,DCL,0,这种,-,415,4.16,3.69,2,16
38,e2,24,a,TSV,RC,DCL,0,这款,-,1183,3.63,3.63,2,19
39,e2,3,a,TSV,RC,DCL,0,这项,-,381,2.44,2.37,2,16
39,e2,7,a,TSV,RC,DCL,0,这种,-,341,4.16,3.69,2,16
39,e2,11,a,TSV,RC,DCL,0,这种,-,401,4.16,3.69,2,16
39,e2,15,a,TSV,RC,DCL,0,这类,-,391,3.63,3.63,2,16
39,e2,19,a,TSV,RC,DCL,0,这类,-,382,3.63,3.63,2,16
39,e2,23,a,TSV,RC,DCL,0,这款,-,368,3.63,3.63,2,19
40,e2,2,a,TSV,RC,DCL,0,这项,-,510,2.44,2.37,2,16
40,e2,6,a,TSV,RC,DCL,0,这个,-,341,4.96,3.79,2,10
40,e2,10,a,TSV,RC,DCL,0,这项,-,412,2.44,2.37,2,16
40,e2,14,a,TSV,RC,DCL,0,这种,-,402,4.16,3.69,2,16
40,e2,18,a,TSV,RC,DCL,0,这种,-,441,4.16,3.69,2,16
40,e2,22,a,TSV,RC,DCL,0,这项,-,350,2.44,2.37,2,16
41,e2,1,a,TSV,RC,DCL,0,这项,-,358,2.44,2.37,2,16
41,e2,5,a,TSV,RC,DCL,0,这款,-,605,3.63,3.63,2,19
41,e2,9,a,TSV,RC,DCL,0,这套,-,606,3.64,3.64,2,17
41,e2,13,a,TSV,RC,DCL,0,这次,-,391,3.55,3.36,2,13
41,e2,17,a,TSV,RC,DCL,0,这种,-,406,4.16,3.69,2,16
41,e2,21,a,TSV,RC,DCL,0,这款,-,635,3.63,3.63,2,19
42,e2,4,a,TSV,RC,DCL,0,这门,-,546,3.64,3.64,2,10
42,e2,8,a,TSV,RC,DCL,0,这种,-,491,4.16,3.69,2,16
42,e2,12,a,TSV,RC,DCL,0,这支,-,525,3.64,3.64,2,11
42,e2,16,a,TSV,RC,DCL,0,这个,-,465,4.96,3.79,2,10
42,e2,20,a,TSV,RC,DCL,0,这种,-,550,4.16,3.69,2,16
42,e2,24,a,TSV,RC,DCL,0,这款,-,481,3.63,3.63,2,19
43,e2,3,a,TSV,RC,DCL,0,这项,-,303,2.44,2.37,2,16
43,e2,7,a,TSV,RC,DCL,0,这种,-,267,4.16,3.69,2,16
43,e2,11,a,TSV,RC,DCL,0,这种,-,551,4.16,3.69,2,16
43,e2,15,a,TSV,RC,DCL,0,这类,-,326,3.63,3.63,2,16
43,e2,19,a,TSV,RC,DCL,0,这类,-,248,3.63,3.63,2,16
43,e2,23,a,TSV,RC,DCL,0,这款,-,286,3.63,3.63,2,19
44,e2,2,a,TSV,RC,DCL,0,这项,-,206,2.44,2.37,2,16
44,e2,6,a,TSV,RC,DCL,0,这个,-,207,4.96,3.79,2,10
44,e2,10,a,TSV,RC,DCL,0,这项,-,305,2.44,2.37,2,16
44,e2,14,a,TSV,RC,DCL,0,这种,-,435,4.16,3.69,2,16
44,e2,18,a,TSV,RC,DCL,0,这种,-,226,4.16,3.69,2,16
44,e2,22,a,TSV,RC,DCL,0,这项,-,162,2.44,2.37,2,16
45,e2,1,a,TSV,RC,DCL,0,这项,-,392,2.44,2.37,2,16
45,e2,5,a,TSV,RC,DCL,0,这款,-,326,3.63,3.63,2,19
45,e2,9,a,TSV,RC,DCL,0,这套,-,277,3.64,3.64,2,17
45,e2,13,a,TSV,RC,DCL,0,这次,-,377,3.55,3.36,2,13
45,e2,17,a,TSV,RC,DCL,0,这种,-,127,4.16,3.69,2,16
45,e2,21,a,TSV,RC,DCL,0,这款,-,296,3.63,3.63,2,19
46,e2,4,a,TSV,RC,DCL,0,这门,-,396,3.64,3.64,2,10
46,e2,8,a,TSV,RC,DCL,0,这种,-,377,4.16,3.69,2,16
46,e2,12,a,TSV,RC,DCL,0,这支,-,397,3.64,3.64,2,11
46,e2,16,a,TSV,RC,DCL,0,这个,-,350,4.96,3.79,2,10
46,e2,20,a,TSV,RC,DCL,0,这种,-,486,4.16,3.69,2,16
46,e2,24,a,TSV,RC,DCL,0,这款,-,396,3.63,3.63,2,19
47,e2,3,a,TSV,RC,DCL,0,这项,-,346,2.44,2.37,2,16
47,e2,7,a,TSV,RC,DCL,0,这种,-,376,4.16,3.69,2,16
47,e2,11,a,TSV,RC,DCL,0,这种,-,537,4.16,3.69,2,16
47,e2,15,a,TSV,RC,DCL,0,这类,-,471,3.63,3.63,2,16
47,e2,19,a,TSV,RC,DCL,0,这类,-,335,3.63,3.63,2,16
47,e2,23,a,TSV,RC,DCL,0,这款,-,430,3.63,3.63,2,19
48,e2,2,a,TSV,RC,DCL,0,这项,-,416,2.44,2.37,2,16
48,e2,6,a,TSV,RC,DCL,0,这个,-,471,4.96,3.79,2,10
48,e2,10,a,TSV,RC,DCL,0,这项,-,794,2.44,2.37,2,16
48,e2,14,a,TSV,RC,DCL,0,这种,-,715,4.16,3.69,2,16
48,e2,18,a,TSV,RC,DCL,0,这种,-,471,4.16,3.69,2,16
48,e2,22,a,TSV,RC,DCL,0,这项,-,620,2.44,2.37,2,16
49,e2,1,a,TSV,RC,DCL,0,这项,-,1052,2.44,2.37,2,16
49,e2,5,a,TSV,RC,DCL,0,这款,-,342,3.63,3.63,2,19
49,e2,9,a,TSV,RC,DCL,0,这套,-,401,3.64,3.64,2,17
49,e2,13,a,TSV,RC,DCL,0,这次,-,834,3.55,3.36,2,13
49,e2,17,a,TSV,RC,DCL,0,这种,-,765,4.16,3.69,2,16
49,e2,21,a,TSV,RC,DCL,0,这款,-,361,3.63,3.63,2,19
50,e2,4,a,TSV,RC,DCL,0,这门,-,456,3.64,3.64,2,10
50,e2,8,a,TSV,RC,DCL,0,这种,-,371,4.16,3.69,2,16
50,e2,12,a,TSV,RC,DCL,0,这支,-,735,3.64,3.64,2,11
50,e2,16,a,TSV,RC,DCL,0,这个,-,450,4.96,3.79,2,10
50,e2,20,a,TSV,RC,DCL,0,这种,-,491,4.16,3.69,2,16
50,e2,24,a,TSV,RC,DCL,0,这款,-,411,3.63,3.63,2,19
51,e2,3,a,TSV,RC,DCL,0,这项,-,371,2.44,2.37,2,16
51,e2,7,a,TSV,RC,DCL,0,这种,-,237,4.16,3.69,2,16
51,e2,11,a,TSV,RC,DCL,0,这种,-,232,4.16,3.69,2,16
51,e2,15,a,TSV,RC,DCL,0,这类,-,236,3.63,3.63,2,16
51,e2,19,a,TSV,RC,DCL,0,这类,-,251,3.63,3.63,2,16
51,e2,23,a,TSV,RC,DCL,0,这款,-,232,3.63,3.63,2,19
52,e2,2,a,TSV,RC,DCL,0,这项,-,266,2.44,2.37,2,16
52,e2,6,a,TSV,RC,DCL,0,这个,-,485,4.96,3.79,2,10
52,e2,10,a,TSV,RC,DCL,0,这项,-,472,2.44,2.37,2,16
52,e2,14,a,TSV,RC,DCL,0,这种,-,311,4.16,3.69,2,16
52,e2,18,a,TSV,RC,DCL,0,这种,-,297,4.16,3.69,2,16
52,e2,22,a,TSV,RC,DCL,0,这项,-,366,2.44,2.37,2,16
53,e2,1,a,TSV,RC,DCL,0,这项,-,326,2.44,2.37,2,16
53,e2,5,a,TSV,RC,DCL,0,这款,-,471,3.63,3.63,2,19
53,e2,9,a,TSV,RC,DCL,0,这套,-,386,3.64,3.64,2,17
53,e2,13,a,TSV,RC,DCL,0,这次,-,336,3.55,3.36,2,13
53,e2,17,a,TSV,RC,DCL,0,这种,-,335,4.16,3.69,2,16
53,e2,21,a,TSV,RC,DCL,0,这款,-,376,3.63,3.63,2,19
54,e2,4,a,TSV,RC,DCL,0,这门,-,818,3.64,3.64,2,10
54,e2,8,a,TSV,RC,DCL,0,这种,-,630,4.16,3.69,2,16
54,e2,12,a,TSV,RC,DCL,0,这支,-,909,3.64,3.64,2,11
54,e2,16,a,TSV,RC,DCL,0,这个,-,1013,4.96,3.79,2,10
54,e2,20,a,TSV,RC,DCL,0,这种,-,674,4.16,3.69,2,16
54,e2,24,a,TSV,RC,DCL,0,这款,-,456,3.63,3.63,2,19
55,e2,3,a,TSV,RC,DCL,0,这项,-,451,2.44,2.37,2,16
55,e2,7,a,TSV,RC,DCL,0,这种,-,427,4.16,3.69,2,16
55,e2,11,a,TSV,RC,DCL,0,这种,-,431,4.16,3.69,2,16
55,e2,15,a,TSV,RC,DCL,0,这类,-,1268,3.63,3.63,2,16
55,e2,19,a,TSV,RC,DCL,0,这类,-,251,3.63,3.63,2,16
55,e2,23,a,TSV,RC,DCL,0,这款,-,341,3.63,3.63,2,19
56,e2,2,a,TSV,RC,DCL,0,这项,-,346,2.44,2.37,2,16
56,e2,6,a,TSV,RC,DCL,0,这个,-,1257,4.96,3.79,2,10
56,e2,10,a,TSV,RC,DCL,0,这项,-,346,2.44,2.37,2,16
56,e2,14,a,TSV,RC,DCL,0,这种,-,337,4.16,3.69,2,16
56,e2,18,a,TSV,RC,DCL,0,这种,-,342,4.16,3.69,2,16
56,e2,22,a,TSV,RC,DCL,0,这项,-,326,2.44,2.37,2,16
57,e2,1,a,TSV,RC,DCL,0,这项,-,655,2.44,2.37,2,16
57,e2,5,a,TSV,RC,DCL,0,这款,-,520,3.63,3.63,2,19
57,e2,9,a,TSV,RC,DCL,0,这套,-,1119,3.64,3.64,2,17
