subj,exp,item,condition,order,clauseType,position,word,Q,RT,logW,logWCD,Wlength,Nstrokes
9,e4,13,c,TSV,MC,4,民主,-,316,2.58,2.32,2,10
9,e4,13,c,TSV,MC,5,的,-,353,6.23,3.8,1,8
9,e4,13,c,TSV,MC,6,人,-,353,5.29,3.8,1,2
9,e4,13,c,TSV,MC,7,大多,-,355,2.31,2.27,2,9
9,e4,13,c,TSV,MC,8,都,-,330,5.25,3.8,1,10
9,e4,13,c,TSV,MC,9,支持,-,314,3.58,3.31,2,13
9,e4,13,c,TSV,MC,10,举行,-,305,3.03,2.89,2,15
9,e4,13,c,TSV,MC,11,而且,-,300,4.29,3.71,2,11
9,e4,13,c,TSV,MC,12,追求,-,341,2.88,2.78,2,16
9,e4,13,c,TSV,MC,13,公正。,-,347,2.78,2.63,2,9
9,e4,13,c,TSV,MC,?,N,1,3071,,,,
9,e4,14,a,TSV,RC,0,这种,-,394,4.16,3.69,2,16
9,e4,14,a,TSV,RC,1,健康,-,445,3.34,3.13,2,21
9,e4,14,a,TSV,RC,2,食品,-,491,2.83,2.67,2,18
9,e4,14,a,TSV,RC,3,注意,-,488,3.85,3.55,2,21
9,e4,14,a,TSV,RC,4,购买,-,502,2.57,2.48,2,14
9,e4,14,a,TSV,RC,5,的,-,510,6.23,3.8,1,8
9,e4,14,a,TSV,RC,6,人,-,478,5.29,3.8,1,2
9,e4,14,a,TSV,RC,7,大多,-,461,2.31,2.27,2,9
9,e4,14,a,TSV,RC,8,都,-,1017,5.25,3.8,1,10
9,e4,14,a,TSV,RC,9,注意,-,531,3.85,3.55,2,21
9,e4,14,a,TSV,RC,10,养生,-,455,0.7,0.7,2,14
9,e4,14,a,TSV,RC,11,而且,-,527,4.29,3.71,2,11
9,e4,14,a,TSV,RC,12,重视,-,497,2.46,2.4,2,17
9,e4,14,a,TSV,RC,13,品质。,-,849,2.31,2.21,2,17
9,e4,14,a,TSV,RC,?,N,1,2802,,,,
9,e4,15,b,SVO,RC,0,不喜,-,349,4.01,4.01,2,16
9,e4,15,b,SVO,RC,1,参加,-,427,3.91,3.5,2,13
9,e4,15,b,SVO,RC,2,这类,-,418,3.63,3.63,2,16
9,e4,15,b,SVO,RC,3,集体,-,369,2.46,2.34,2,19
9,e4,15,b,SVO,RC,4,活动,-,373,3.45,3.22,2,15
9,e4,15,b,SVO,RC,5,的,-,412,6.23,3.8,1,8
9,e4,15,b,SVO,RC,6,人,-,395,5.29,3.8,1,2
9,e4,15,b,SVO,RC,7,大多,-,383,2.31,2.27,2,9
9,e4,15,b,SVO,RC,8,都,-,365,5.25,3.8,1,10
9,e4,15,b,SVO,RC,9,不喜,-,364,4.01,4.01,2,16
9,e4,15,b,SVO,RC,10,社交,-,320,2.72,2.57,2,13
9,e4,15,b,SVO,RC,11,因为,-,373,4.78,3.79,2,10
9,e4,15,b,SVO,RC,12,享受,-,350,3.49,3.29,2,16
9,e4,15,b,SVO,RC,13,独处。,-,1442,2.48,2.4,2,14
9,e4,15,b,SVO,RC,?,Y,1,4806,,,,
9,e4,16,c,TSV,MC,0,这个,-,415,4.96,3.79,2,10
9,e4,16,c,TSV,MC,1,棘手,-,379,2.5,2.47,2,16
9,e4,16,c,TSV,MC,2,问题,-,372,4.52,3.77,2,21
9,e4,16,c,TSV,MC,3,避免,-,396,2.95,2.88,2,23
9,e4,16,c,TSV,MC,4,失言,-,480,1.08,1.08,2,12
9,e4,16,c,TSV,MC,5,的,-,504,6.23,3.8,1,8
9,e4,16,c,TSV,MC,6,人,-,424,5.29,3.8,1,2
9,e4,16,c,TSV,MC,7,通常,-,435,3.36,3.22,2,21
9,e4,16,c,TSV,MC,8,都,-,446,5.25,3.8,1,10
9,e4,16,c,TSV,MC,9,避免,-,477,2.95,2.88,2,23
9,e4,16,c,TSV,MC,10,回答,-,424,3.61,3.36,2,18
9,e4,16,c,TSV,MC,11,而且,-,484,4.29,3.71,2,11
9,e4,16,c,TSV,MC,12,行事,-,412,2.8,2.73,2,14
9,e4,16,c,TSV,MC,13,谨慎。,-,460,2.64,2.57,2,26
9,e4,16,c,TSV,MC,?,Y,1,3003,,,,
9,e4,17,a,TSV,RC,0,这种,-,411,4.16,3.69,2,16
9,e4,17,a,TSV,RC,1,新兴,-,485,1.3,1.3,2,19
9,e4,17,a,TSV,RC,2,行业,-,433,2.68,2.53,2,11
9,e4,17,a,TSV,RC,3,鼓励,-,423,2.8,2.73,2,20
9,e4,17,a,TSV,RC,4,扶持,-,403,1.71,1.64,2,16
9,e4,17,a,TSV,RC,5,的,-,371,6.23,3.8,1,8
9,e4,17,a,TSV,RC,6,人,-,381,5.29,3.8,1,2
9,e4,17,a,TSV,RC,7,大多,-,354,2.31,2.27,2,9
9,e4,17,a,TSV,RC,8,都,-,385,5.25,3.8,1,10
9,e4,17,a,TSV,RC,9,鼓励,-,391,2.8,2.73,2,20
9,e4,17,a,TSV,RC,10,创业,-,394,1.6,1.59,2,11
9,e4,17,a,TSV,RC,11,而且,-,333,4.29,3.71,2,11
9,e4,17,a,TSV,RC,12,看好,-,345,2.42,2.37,2,15
9,e4,17,a,TSV,RC,13,前景。,-,351,2.06,2.01,2,21
9,e4,17,a,TSV,RC,?,N,1,4173,,,,
9,e4,18,b,SVO,RC,0,愿意,-,522,3.96,3.59,2,27
9,e4,18,b,SVO,RC,1,选择,-,560,3.9,3.53,2,17
9,e4,18,b,SVO,RC,2,这种,-,381,4.16,3.69,2,16
9,e4,18,b,SVO,RC,3,锻炼,-,442,2.66,2.53,2,23
9,e4,18,b,SVO,RC,4,方式,-,508,3.67,3.43,2,10
9,e4,18,b,SVO,RC,5,的,-,434,6.23,3.8,1,8
9,e4,18,b,SVO,RC,6,人,-,375,5.29,3.8,1,2
9,e4,18,b,SVO,RC,7,通常,-,396,3.36,3.22,2,21
9,e4,18,b,SVO,RC,8,都,-,381,5.25,3.8,1,10
9,e4,18,b,SVO,RC,9,愿意,-,449,3.96,3.59,2,27
9,e4,18,b,SVO,RC,10,健身,-,389,2.67,2.44,2,17
9,e4,18,b,SVO,RC,11,以便,-,514,2.52,2.48,2,13
9,e4,18,b,SVO,RC,12,延缓,-,660,1.71,1.63,2,18
9,e4,18,b,SVO,RC,13,衰老。,-,456,2.03,1.9,2,16
9,e4,18,b,SVO,RC,?,Y,1,5494,,,,
9,e4,19,c,TSV,MC,0,这类,-,377,3.63,3.63,2,16
9,e4,19,c,TSV,MC,1,安全,-,646,3.98,3.52,2,12
9,e4,19,c,TSV,MC,2,问题,-,432,4.52,3.77,2,21
9,e4,19,c,TSV,MC,3,关注,-,409,3.14,3,2,14
9,e4,19,c,TSV,MC,4,民生,-,682,1.2,0.3,2,10
9,e4,19,c,TSV,MC,5,的,-,414,6.23,3.8,1,8
9,e4,19,c,TSV,MC,6,人,-,369,5.29,3.8,1,2
9,e4,19,c,TSV,MC,7,通常,-,381,3.36,3.22,2,21
9,e4,19,c,TSV,MC,8,都,-,327,5.25,3.8,1,10
9,e4,19,c,TSV,MC,9,关注,-,313,3.14,3,2,14
9,e4,19,c,TSV,MC,10,解决,-,340,3.77,3.47,2,19
9,e4,19,c,TSV,MC,11,因为,-,349,4.78,3.79,2,10
9,e4,19,c,TSV,MC,12,心系,-,353,2.17,2.17,2,11
9,e4,19,c,TSV,MC,13,百姓。,-,353,2.13,2,2,14
9,e4,19,c,TSV,MC,?,N,1,2262,,,,
9,e4,20,a,TSV,RC,0,这种,-,468,4.16,3.69,2,16
9,e4,20,a,TSV,RC,1,思维,-,478,2.56,2.44,2,20
9,e4,20,a,TSV,RC,2,能力,-,430,3.62,3.28,2,12
9,e4,20,a,TSV,RC,3,注重,-,560,2.13,2.1,2,17
9,e4,20,a,TSV,RC,4,培养,-,545,2.54,2.47,2,20
9,e4,20,a,TSV,RC,5,的,-,524,6.23,3.8,1,8
9,e4,20,a,TSV,RC,6,人,-,496,5.29,3.8,1,2
9,e4,20,a,TSV,RC,7,通常,-,539,3.36,3.22,2,21
9,e4,20,a,TSV,RC,8,都,-,513,5.25,3.8,1,10
9,e4,20,a,TSV,RC,9,注重,-,502,2.13,2.1,2,17
9,e4,20,a,TSV,RC,10,实践,-,575,2.18,2.12,2,20
9,e4,20,a,TSV,RC,11,而且,-,467,4.29,3.71,2,11
9,e4,20,a,TSV,RC,12,看重,-,490,2.15,2.11,2,18
9,e4,20,a,TSV,RC,13,经验。,-,451,3.17,3.03,2,18
9,e4,20,a,TSV,RC,?,Y,1,7556,,,,
9,e4,21,b,SVO,RC,0,热衷,-,383,2.22,2.18,2,20
9,e4,21,b,SVO,RC,1,追逐,-,301,2.38,2.29,2,19
9,e4,21,b,SVO,RC,2,这款,-,327,3.63,3.63,2,19
9,e4,21,b,SVO,RC,3,网络,-,286,2.99,2.76,2,15
9,e4,21,b,SVO,RC,4,游戏,-,323,3.76,3.34,2,18
9,e4,21,b,SVO,RC,5,的,-,341,6.23,3.8,1,8
9,e4,21,b,SVO,RC,6,人,-,298,5.29,3.8,1,2
9,e4,21,b,SVO,RC,7,通常,-,309,3.36,3.22,2,21
9,e4,21,b,SVO,RC,8,都,-,284,5.25,3.8,1,10
9,e4,21,b,SVO,RC,9,热衷,-,402,2.22,2.18,2,20
9,e4,21,b,SVO,RC,10,电玩,-,302,2.34,2.34,2,13
9,e4,21,b,SVO,RC,11,而且,-,352,4.29,3.71,2,11
9,e4,21,b,SVO,RC,12,喜欢,-,323,4.66,3.77,2,18
9,e4,21,b,SVO,RC,13,联机。,-,368,1.11,0.85,2,18
9,e4,21,b,SVO,RC,?,N,1,2373,,,,
9,e4,22,c,TSV,MC,0,这项,-,366,2.44,2.37,2,16
9,e4,22,c,TSV,MC,1,预约,-,377,2.83,2.67,2,16
9,e4,22,c,TSV,MC,2,服务,-,387,3.38,3.17,2,13
9,e4,22,c,TSV,MC,3,乐意,-,383,3.24,3.13,2,18
9,e4,22,c,TSV,MC,4,上网,-,337,2.51,2.42,2,9
9,e4,22,c,TSV,MC,5,的,-,397,6.23,3.8,1,8
9,e4,22,c,TSV,MC,6,人,-,391,5.29,3.8,1,2
9,e4,22,c,TSV,MC,7,通常,-,341,3.36,3.22,2,21
9,e4,22,c,TSV,MC,8,都,-,384,5.25,3.8,1,10
9,e4,22,c,TSV,MC,9,乐意,-,383,3.24,3.13,2,18
9,e4,22,c,TSV,MC,10,使用,-,377,3.48,3.25,2,13
9,e4,22,c,TSV,MC,11,因为,-,364,4.78,3.79,2,10
9,e4,22,c,TSV,MC,12,觉得,-,359,4.71,3.78,2,20
9,e4,22,c,TSV,MC,13,高效。,-,448,1.82,1.68,2,20
9,e4,22,c,TSV,MC,?,Y,1,2211,,,,
9,e4,23,a,TSV,RC,0,这款,-,415,3.63,3.63,2,19
9,e4,23,a,TSV,RC,1,民族,-,438,2.41,2.25,2,16
9,e4,23,a,TSV,RC,2,配饰,-,616,1.61,1.34,2,18
9,e4,23,a,TSV,RC,3,喜欢,-,450,4.66,3.77,2,18
9,e4,23,a,TSV,RC,4,佩戴,-,456,1.63,1.56,2,25
9,e4,23,a,TSV,RC,5,的,-,702,6.23,3.8,1,8
9,e4,23,a,TSV,RC,6,人,-,1127,5.29,3.8,1,2
9,e4,23,a,TSV,RC,7,通常,-,493,3.36,3.22,2,21
9,e4,23,a,TSV,RC,8,也,-,450,5.12,3.79,1,3
9,e4,23,a,TSV,RC,9,喜欢,-,460,4.66,3.77,2,18
9,e4,23,a,TSV,RC,10,藏袍,-,437,1.79,1.79,2,27
9,e4,23,a,TSV,RC,11,并且,-,465,3.64,3.33,2,11
9,e4,23,a,TSV,RC,12,酷爱,-,382,1.4,1.4,2,24
9,e4,23,a,TSV,RC,13,旅游。,-,499,2.67,2.56,2,22
9,e4,23,a,TSV,RC,?,N,1,2507,,,,
9,e4,24,b,SVO,RC,0,负责,-,481,3.61,3.35,2,14
9,e4,24,b,SVO,RC,1,销售,-,455,2.79,2.62,2,23
9,e4,24,b,SVO,RC,2,这款,-,458,3.63,3.63,2,19
9,e4,24,b,SVO,RC,3,高端,-,553,0,0,2,24
9,e4,24,b,SVO,RC,4,产品,-,507,2.94,2.68,2,15
9,e4,24,b,SVO,RC,5,的,-,477,6.23,3.8,1,8
9,e4,24,b,SVO,RC,6,人,-,539,5.29,3.8,1,2
9,e4,24,b,SVO,RC,7,同样,-,442,3.47,3.3,2,16
9,e4,24,b,SVO,RC,8,也,-,402,5.12,3.79,1,3
9,e4,24,b,SVO,RC,9,负责,-,446,3.61,3.35,2,14
9,e4,24,b,SVO,RC,10,售后,-,493,0.48,0.3,2,17
9,e4,24,b,SVO,RC,11,以便,-,552,2.52,2.48,2,13
9,e4,24,b,SVO,RC,12,建立,-,464,3.13,3,2,13
9,e4,24,b,SVO,RC,13,口碑。,-,554,1.38,1.36,2,16
9,e4,24,b,SVO,RC,?,Y,1,3383,,,,
10,e4,1,a,TSV,RC,0,这项,-,351,2.44,2.37,2,16
10,e4,1,a,TSV,RC,1,极限,-,385,2.47,2.37,2,15
10,e4,1,a,TSV,RC,2,运动,-,342,3.28,3.04,2,13
10,e4,1,a,TSV,RC,3,敢于,-,373,1.93,1.89,2,14
10,e4,1,a,TSV,RC,4,参加,-,352,3.91,3.5,2,13
10,e4,1,a,TSV,RC,5,的,-,345,6.23,3.8,1,8
10,e4,1,a,TSV,RC,6,人,-,316,5.29,3.8,1,2
10,e4,1,a,TSV,RC,7,通常,-,340,3.36,3.22,2,21
10,e4,1,a,TSV,RC,8,都,-,340,5.25,3.8,1,10
10,e4,1,a,TSV,RC,9,敢于,-,357,1.93,1.89,2,14
10,e4,1,a,TSV,RC,10,冒险,-,384,3.25,3.08,2,18
10,e4,1,a,TSV,RC,11,而且,-,386,4.29,3.71,2,11
10,e4,1,a,TSV,RC,12,玩得,-,485,3.25,3.25,2,19
10,e4,1,a,TSV,RC,13,尽兴。,-,388,2.1,2.05,2,12
10,e4,1,a,TSV,RC,?,Y,1,1503,,,,
10,e4,2,b,SVO,RC,0,喜爱,-,359,2.68,2.58,2,22
10,e4,2,b,SVO,RC,1,参观,-,334,2.68,2.54,2,14
10,e4,2,b,SVO,RC,2,这项,-,348,2.44,2.37,2,16
10,e4,2,b,SVO,RC,3,创意,-,339,2.77,2.53,2,19
10,e4,2,b,SVO,RC,4,展览,-,360,2.4,2.2,2,19
10,e4,2,b,SVO,RC,5,的,-,352,6.23,3.8,1,8
10,e4,2,b,SVO,RC,6,人,-,333,5.29,3.8,1,2
10,e4,2,b,SVO,RC,7,大多,-,327,2.31,2.27,2,9
10,e4,2,b,SVO,RC,8,都,-,344,5.25,3.8,1,10
10,e4,2,b,SVO,RC,9,喜爱,-,372,2.68,2.58,2,22
10,e4,2,b,SVO,RC,10,艺术,-,354,3.16,2.91,2,9
10,e4,2,b,SVO,RC,11,而且,-,360,4.29,3.71,2,11
10,e4,2,b,SVO,RC,12,痴迷,-,331,2.17,2.16,2,22
10,e4,2,b,SVO,RC,13,时尚。,-,419,3.05,2.65,2,15
10,e4,2,b,SVO,RC,?,Y,1,1614,,,,
10,e4,3,c,TSV,MC,0,这项,-,334,2.44,2.37,2,16
10,e4,3,c,TSV,MC,1,新锐,-,340,0.6,0.6,2,25
10,e4,3,c,TSV,MC,2,计划,-,355,3.96,3.53,2,10
10,e4,3,c,TSV,MC,3,同意,-,363,3.76,3.46,2,19
10,e4,3,c,TSV,MC,4,新政,-,369,0.9,0.9,2,22
10,e4,3,c,TSV,MC,5,的,-,397,6.23,3.8,1,8
10,e4,3,c,TSV,MC,6,人,-,329,5.29,3.8,1,2
10,e4,3,c,TSV,MC,7,通常,-,342,3.36,3.22,2,21
10,e4,3,c,TSV,MC,8,都,-,337,5.25,3.8,1,10
10,e4,3,c,TSV,MC,9,同意,-,369,3.76,3.46,2,19
10,e4,3,c,TSV,MC,10,实施,-,319,2.62,2.53,2,17
10,e4,3,c,TSV,MC,11,而且,-,354,4.29,3.71,2,11
10,e4,3,c,TSV,MC,12,坚信,-,347,2.6,2.52,2,16
10,e4,3,c,TSV,MC,13,有益。,-,318,2.23,2.21,2,16
10,e4,3,c,TSV,MC,?,N,1,1148,,,,
10,e4,4,a,TSV,RC,0,这门,-,339,3.64,3.64,2,10
10,e4,4,a,TSV,RC,1,古老,-,307,2.78,2.63,2,11
10,e4,4,a,TSV,RC,2,手艺,-,347,2.12,2.07,2,8
10,e4,4,a,TSV,RC,3,厌倦,-,329,2.87,2.76,2,16
10,e4,4,a,TSV,RC,4,学习,-,354,3.38,3.14,2,11
10,e4,4,a,TSV,RC,5,的,-,375,6.23,3.8,1,8
10,e4,4,a,TSV,RC,6,人,-,322,5.29,3.8,1,2
10,e4,4,a,TSV,RC,7,大多,-,314,2.31,2.27,2,9
10,e4,4,a,TSV,RC,8,都,-,350,5.25,3.8,1,10
10,e4,4,a,TSV,RC,9,厌倦,-,335,2.87,2.76,2,16
10,e4,4,a,TSV,RC,10,传统,-,331,3.1,2.93,2,15
10,e4,4,a,TSV,RC,11,而且,-,324,4.29,3.71,2,11
10,e4,4,a,TSV,RC,12,难守,-,314,2.24,2.24,2,16
10,e4,4,a,TSV,RC,13,初心。,-,351,2.17,2.17,2,11
10,e4,4,a,TSV,RC,?,Y,1,2156,,,,
10,e4,5,b,SVO,RC,0,习惯,-,330,3.35,3.21,2,14
10,e4,5,b,SVO,RC,1,饮用,-,298,1.49,1.36,2,12
10,e4,5,b,SVO,RC,2,这款,-,354,3.63,3.63,2,19
10,e4,5,b,SVO,RC,3,草药,-,287,1.99,1.81,2,18
10,e4,5,b,SVO,RC,4,饮料,-,353,2.97,2.82,2,17
10,e4,5,b,SVO,RC,5,的,-,326,6.23,3.8,1,8
10,e4,5,b,SVO,RC,6,人,-,342,5.29,3.8,1,2
10,e4,5,b,SVO,RC,7,通常,-,341,3.36,3.22,2,21
10,e4,5,b,SVO,RC,8,都,-,311,5.25,3.8,1,10
10,e4,5,b,SVO,RC,9,习惯,-,334,3.35,3.21,2,14
10,e4,5,b,SVO,RC,10,凉茶,-,308,1.4,1.4,2,19
10,e4,5,b,SVO,RC,11,因为,-,317,4.78,3.79,2,10
10,e4,5,b,SVO,RC,12,偏好,-,310,1.71,1.66,2,17
10,e4,5,b,SVO,RC,13,苦味。,-,342,0.48,0.48,2,16
10,e4,5,b,SVO,RC,?,Y,1,2060,,,,
10,e4,6,c,TSV,MC,0,这个,-,380,4.96,3.79,2,10
10,e4,6,c,TSV,MC,1,合资,-,356,0.85,0.78,2,16
10,e4,6,c,TSV,MC,2,项目,-,386,3.25,2.88,2,14
10,e4,6,c,TSV,MC,3,期待,-,369,3.24,3.09,2,21
10,e4,6,c,TSV,MC,4,共赢,-,383,2.17,2.17,2,23
10,e4,6,c,TSV,MC,5,的,-,411,6.23,3.8,1,8
10,e4,6,c,TSV,MC,6,人,-,353,5.29,3.8,1,2
10,e4,6,c,TSV,MC,7,同样,-,383,3.47,3.3,2,16
10,e4,6,c,TSV,MC,8,都,-,357,5.25,3.8,1,10
10,e4,6,c,TSV,MC,9,期待,-,345,3.24,3.09,2,21
10,e4,6,c,TSV,MC,10,参与,-,336,3.28,3.11,2,11
10,e4,6,c,TSV,MC,11,以便,-,338,2.52,2.48,2,13
10,e4,6,c,TSV,MC,12,获得,-,786,3.43,3.22,2,21
10,e4,6,c,TSV,MC,13,盈利。,-,499,1.82,1.69,2,16
10,e4,6,c,TSV,MC,?,Y,1,1671,,,,
10,e4,7,a,TSV,RC,0,这种,-,343,4.16,3.69,2,16
10,e4,7,a,TSV,RC,1,慈善,-,330,3.06,2.66,2,25
10,e4,7,a,TSV,RC,2,组织,-,330,3.53,3.18,2,16
10,e4,7,a,TSV,RC,3,致力,-,294,2.23,2.19,2,12
10,e4,7,a,TSV,RC,4,参加,-,338,3.91,3.5,2,13
10,e4,7,a,TSV,RC,5,的,-,313,6.23,3.8,1,8
10,e4,7,a,TSV,RC,6,人,-,338,5.29,3.8,1,2
10,e4,7,a,TSV,RC,7,大多,-,361,2.31,2.27,2,9
10,e4,7,a,TSV,RC,8,都,-,311,5.25,3.8,1,10
10,e4,7,a,TSV,RC,9,致力,-,337,2.23,2.19,2,12
10,e4,7,a,TSV,RC,10,公益,-,406,1.82,1.72,2,14
10,e4,7,a,TSV,RC,11,以便,-,375,2.52,2.48,2,13
10,e4,7,a,TSV,RC,12,造福,-,324,1.48,1.42,2,23
10,e4,7,a,TSV,RC,13,社会。,-,339,3.26,3.05,2,13
10,e4,7,a,TSV,RC,?,N,1,1189,,,,
10,e4,8,b,SVO,RC,0,善于,-,333,2.46,2.41,2,15
10,e4,8,b,SVO,RC,1,接纳,-,350,2.08,2.03,2,18
10,e4,8,b,SVO,RC,2,这种,-,350,4.16,3.69,2,16
10,e4,8,b,SVO,RC,3,新生,-,340,2.41,2.31,2,18
10,e4,8,b,SVO,RC,4,事物,-,492,2.9,2.76,2,16
10,e4,8,b,SVO,RC,5,的,-,343,6.23,3.8,1,8
10,e4,8,b,SVO,RC,6,人,-,316,5.29,3.8,1,2
10,e4,8,b,SVO,RC,7,大多,-,310,2.31,2.27,2,9
10,e4,8,b,SVO,RC,8,都,-,329,5.25,3.8,1,10
10,e4,8,b,SVO,RC,9,善于,-,336,2.46,2.41,2,15
10,e4,8,b,SVO,RC,10,交际,-,306,1.99,1.94,2,13
10,e4,8,b,SVO,RC,11,而且,-,332,4.29,3.71,2,11
10,e4,8,b,SVO,RC,12,勇于,-,343,1.79,1.75,2,12
10,e4,8,b,SVO,RC,13,挑战。,-,330,3.3,2.94,2,18
10,e4,8,b,SVO,RC,?,N,1,877,,,,
10,e4,9,c,TSV,MC,0,这套,-,387,3.64,3.64,2,17
10,e4,9,c,TSV,MC,1,开明,-,335,1.64,1.57,2,12
10,e4,9,c,TSV,MC,2,方案,-,442,2.8,2.6,2,14
10,e4,9,c,TSV,MC,3,提倡,-,399,1.69,1.67,2,22
10,e4,9,c,TSV,MC,4,自治,-,390,1.53,1.43,2,14
10,e4,9,c,TSV,MC,5,的,-,414,6.23,3.8,1,8
10,e4,9,c,TSV,MC,6,人,-,399,5.29,3.8,1,2
10,e4,9,c,TSV,MC,7,大多,-,496,2.31,2.27,2,9
10,e4,9,c,TSV,MC,8,都,-,392,5.25,3.8,1,10
10,e4,9,c,TSV,MC,9,提倡,-,337,1.69,1.67,2,22
10,e4,9,c,TSV,MC,10,采纳,-,388,1.94,1.88,2,15
10,e4,9,c,TSV,MC,11,以便,-,383,2.52,2.48,2,13
10,e4,9,c,TSV,MC,12,提高,-,489,2.83,2.75,2,22
10,e4,9,c,TSV,MC,13,效率。,-,543,2.27,2.18,2,21
10,e4,9,c,TSV,MC,?,Y,1,1466,,,,
10,e4,10,a,TSV,RC,0,这项,-,325,2.44,2.37,2,16
10,e4,10,a,TSV,RC,1,枯燥,-,299,2.03,1.94,2,26
10,e4,10,a,TSV,RC,2,工作,-,307,4.48,3.72,2,10
10,e4,10,a,TSV,RC,3,乐于,-,357,2.15,2.1,2,8
10,e4,10,a,TSV,RC,4,从事,-,353,2.6,2.52,2,12
10,e4,10,a,TSV,RC,5,的,-,407,6.23,3.8,1,8
10,e4,10,a,TSV,RC,6,人,-,307,5.29,3.8,1,2
10,e4,10,a,TSV,RC,7,常常,-,278,2.87,2.79,2,22
10,e4,10,a,TSV,RC,8,也,-,334,5.12,3.79,1,3
10,e4,10,a,TSV,RC,9,乐于,-,321,2.15,2.1,2,8
10,e4,10,a,TSV,RC,10,科研,-,338,1.71,1.61,2,18
10,e4,10,a,TSV,RC,11,并且,-,307,3.64,3.33,2,11
10,e4,10,a,TSV,RC,12,安于,-,317,0.9,0.9,2,9
10,e4,10,a,TSV,RC,13,贫困。,-,338,2.16,1.96,2,15
10,e4,10,a,TSV,RC,?,N,1,917,,,,
10,e4,11,b,SVO,RC,0,倡导,-,364,1.43,1.4,2,16
10,e4,11,b,SVO,RC,1,开发,-,353,2.5,2.37,2,9
10,e4,11,b,SVO,RC,2,这种,-,348,4.16,3.69,2,16
10,e4,11,b,SVO,RC,3,智能,-,357,2.1,1.88,2,22
10,e4,11,b,SVO,RC,4,技术,-,330,3.33,3.12,2,12
10,e4,11,b,SVO,RC,5,的,-,355,6.23,3.8,1,8
10,e4,11,b,SVO,RC,6,人,-,354,5.29,3.8,1,2
10,e4,11,b,SVO,RC,7,通常,-,343,3.36,3.22,2,21
10,e4,11,b,SVO,RC,8,都,-,329,5.25,3.8,1,10
10,e4,11,b,SVO,RC,9,倡导,-,328,1.43,1.4,2,16
10,e4,11,b,SVO,RC,10,创新,-,346,2.19,2.08,2,19
10,e4,11,b,SVO,RC,11,以便,-,374,2.52,2.48,2,13
10,e4,11,b,SVO,RC,12,着眼,-,376,1.82,1.79,2,22
10,e4,11,b,SVO,RC,13,未来。,-,412,3.54,3.23,2,12
10,e4,11,b,SVO,RC,?,N,1,1073,,,,
10,e4,12,c,TSV,MC,0,这支,-,328,3.64,3.64,2,11
10,e4,12,c,TSV,MC,1,多元,-,335,0.6,0.3,2,10
10,e4,12,c,TSV,MC,2,团队,-,384,3.14,2.83,2,10
10,e4,12,c,TSV,MC,3,推崇,-,736,1.46,1.43,2,22
10,e4,12,c,TSV,MC,4,合作,-,343,3.52,3.26,2,13
10,e4,12,c,TSV,MC,5,的,-,328,6.23,3.8,1,8
10,e4,12,c,TSV,MC,6,人,-,359,5.29,3.8,1,2
10,e4,12,c,TSV,MC,7,通常,-,375,3.36,3.22,2,21
10,e4,12,c,TSV,MC,8,都,-,310,5.25,3.8,1,10
10,e4,12,c,TSV,MC,9,推崇,-,387,1.46,1.43,2,22
10,e4,12,c,TSV,MC,10,组建,-,391,2.21,2.15,2,16
10,e4,12,c,TSV,MC,11,以便,-,461,2.52,2.48,2,13
10,e4,12,c,TSV,MC,12,取长,-,559,0.6,0.6,2,12
10,e4,12,c,TSV,MC,13,补短。,-,373,0.6,0.6,2,19
10,e4,12,c,TSV,MC,?,N,1,1261,,,,
10,e4,13,a,TSV,RC,0,这次,-,297,3.55,3.36,2,13
10,e4,13,a,TSV,RC,1,公开,-,302,2.99,2.83,2,8
10,e4,13,a,TSV,RC,2,投票,-,286,3.57,2.82,2,18
10,e4,13,a,TSV,RC,3,支持,-,276,3.58,3.31,2,13
10,e4,13,a,TSV,RC,4,举行,-,301,3.03,2.89,2,15
10,e4,13,a,TSV,RC,5,的,-,400,6.23,3.8,1,8
10,e4,13,a,TSV,RC,6,人,-,323,5.29,3.8,1,2
10,e4,13,a,TSV,RC,7,大多,-,314,2.31,2.27,2,9
10,e4,13,a,TSV,RC,8,都,-,302,5.25,3.8,1,10
10,e4,13,a,TSV,RC,9,支持,-,313,3.58,3.31,2,13
10,e4,13,a,TSV,RC,10,民主,-,314,2.58,2.32,2,10
10,e4,13,a,TSV,RC,11,而且,-,288,4.29,3.71,2,11
10,e4,13,a,TSV,RC,12,追求,-,368,2.88,2.78,2,16
10,e4,13,a,TSV,RC,13,公正。,-,338,2.78,2.63,2,9
10,e4,13,a,TSV,RC,?,N,1,2035,,,,
10,e4,14,b,SVO,RC,0,注意,-,353,3.85,3.55,2,21
10,e4,14,b,SVO,RC,1,购买,-,341,2.57,2.48,2,14
10,e4,14,b,SVO,RC,2,这种,-,376,4.16,3.69,2,16
10,e4,14,b,SVO,RC,3,健康,-,401,3.34,3.13,2,21
10,e4,14,b,SVO,RC,4,食品,-,371,2.83,2.67,2,18
10,e4,14,b,SVO,RC,5,的,-,342,6.23,3.8,1,8
10,e4,14,b,SVO,RC,6,人,-,322,5.29,3.8,1,2
10,e4,14,b,SVO,RC,7,大多,-,310,2.31,2.27,2,9
10,e4,14,b,SVO,RC,8,都,-,326,5.25,3.8,1,10
10,e4,14,b,SVO,RC,9,注意,-,360,3.85,3.55,2,21
