subj,exp,item,condition,order,clauseType,position,word,Q,RT,logW,logWCD,Wlength,Nstrokes
1,e4,1,a,TSV,RC,0,这项,-,437,2.44,2.37,2,16
1,e4,1,a,TSV,RC,1,极限,-,506,2.47,2.37,2,15
1,e4,1,a,TSV,RC,2,运动,-,509,3.28,3.04,2,13
1,e4,1,a,TSV,RC,3,敢于,-,439,1.93,1.89,2,14
1,e4,1,a,TSV,RC,4,参加,-,514,3.91,3.5,2,13
1,e4,1,a,TSV,RC,5,的,-,531,6.23,3.8,1,8
1,e4,1,a,TSV,RC,6,人,-,474,5.29,3.8,1,2
1,e4,1,a,TSV,RC,7,通常,-,2335,3.36,3.22,2,21
1,e4,1,a,TSV,RC,8,都,-,416,5.25,3.8,1,10
1,e4,1,a,TSV,RC,9,敢于,-,485,5.25,3.8,1,10
1,e4,1,a,TSV,RC,10,冒险,-,435,3.25,3.08,2,18
1,e4,1,a,TSV,RC,11,而且,-,422,4.29,3.71,2,11
1,e4,1,a,TSV,RC,12,玩得,-,429,3.25,3.25,2,19
1,e4,1,a,TSV,RC,13,尽兴。,-,552,2.1,2.05,2,12
1,e4,1,a,TSV,RC,?,Y,1,2047,,,,
1,e4,2,b,SVO,RC,0,喜爱,-,415,2.68,2.58,2,22
1,e4,2,b,SVO,RC,1,参观,-,392,2.68,2.54,2,14
1,e4,2,b,SVO,RC,2,这项,-,466,2.44,2.37,2,16
1,e4,2,b,SVO,RC,3,创意,-,454,2.77,2.53,2,19
1,e4,2,b,SVO,RC,4,展览,-,494,2.4,2.2,2,19
1,e4,2,b,SVO,RC,5,的,-,577,6.23,3.8,1,8
1,e4,2,b,SVO,RC,6,人,-,410,5.29,3.8,1,2
1,e4,2,b,SVO,RC,7,大多,-,412,2.31,2.27,2,9
1,e4,2,b,SVO,RC,8,都,-,448,5.25,3.8,1,10
1,e4,2,b,SVO,RC,9,喜爱,-,447,2.68,2.58,2,22
1,e4,2,b,SVO,RC,10,艺术,-,523,3.16,2.91,2,9
1,e4,2,b,SVO,RC,11,而且,-,469,4.29,3.71,2,11
1,e4,2,b,SVO,RC,12,痴迷,-,455,2.17,2.16,2,22
1,e4,2,b,SVO,RC,13,时尚。,-,2526,3.05,2.65,2,15
1,e4,2,b,SVO,RC,?,Y,1,1558,,,,
1,e4,3,c,TSV,MC,0,这项,-,403,2.44,2.37,2,16
1,e4,3,c,TSV,MC,1,新锐,-,493,0.6,0.6,2,25
1,e4,3,c,TSV,MC,2,计划,-,486,3.96,3.53,2,10
1,e4,3,c,TSV,MC,3,同意,-,430,3.76,3.46,2,19
1,e4,3,c,TSV,MC,4,新政,-,450,0.9,0.9,2,22
1,e4,3,c,TSV,MC,5,的,-,555,6.23,3.8,1,8
1,e4,3,c,TSV,MC,6,人,-,416,5.29,3.8,1,2
1,e4,3,c,TSV,MC,7,通常,-,3511,3.36,3.22,2,21
1,e4,3,c,TSV,MC,8,都,-,453,5.25,3.8,1,10
1,e4,3,c,TSV,MC,9,同意,-,427,3.76,3.46,2,19
1,e4,3,c,TSV,MC,10,实施,-,498,2.62,2.53,2,17
1,e4,3,c,TSV,MC,11,而且,-,513,4.29,3.71,2,11
1,e4,3,c,TSV,MC,12,坚信,-,406,2.6,2.52,2,16
1,e4,3,c,TSV,MC,13,有益。,-,563,2.23,2.21,2,16
1,e4,3,c,TSV,MC,?,N,1,1861,,,,
1,e4,4,a,TSV,RC,0,这门,-,485,3.64,3.64,2,10
1,e4,4,a,TSV,RC,1,古老,-,623,2.78,2.63,2,11
1,e4,4,a,TSV,RC,2,手艺,-,521,2.12,2.07,2,8
1,e4,4,a,TSV,RC,3,厌倦,-,914,2.87,2.76,2,16
1,e4,4,a,TSV,RC,4,学习,-,458,3.38,3.14,2,11
1,e4,4,a,TSV,RC,5,的,-,459,6.23,3.8,1,8
1,e4,4,a,TSV,RC,6,人,-,390,5.29,3.8,1,2
1,e4,4,a,TSV,RC,7,大多,-,510,2.31,2.27,2,9
1,e4,4,a,TSV,RC,8,都,-,412,5.25,3.8,1,10
1,e4,4,a,TSV,RC,9,厌倦,-,468,2.87,2.76,2,16
1,e4,4,a,TSV,RC,10,传统,-,493,3.1,2.93,2,15
1,e4,4,a,TSV,RC,11,而且,-,3613,4.29,3.71,2,11
1,e4,4,a,TSV,RC,12,难守,-,340,2.24,2.24,2,16
1,e4,4,a,TSV,RC,13,初心。,-,468,2.17,2.17,2,11
1,e4,4,a,TSV,RC,?,Y,1,2291,,,,
1,e4,5,b,SVO,RC,0,习惯,-,873,3.35,3.21,2,14
1,e4,5,b,SVO,RC,1,饮用,-,793,1.49,1.36,2,12
1,e4,5,b,SVO,RC,2,这款,-,739,3.63,3.63,2,19
1,e4,5,b,SVO,RC,3,草药,-,551,1.99,1.81,2,18
1,e4,5,b,SVO,RC,4,饮料,-,557,2.97,2.82,2,17
1,e4,5,b,SVO,RC,5,的,-,920,6.23,3.8,1,8
1,e4,5,b,SVO,RC,6,人,-,484,5.29,3.8,1,2
1,e4,5,b,SVO,RC,7,通常,-,1087,3.36,3.22,2,21
1,e4,5,b,SVO,RC,8,都,-,634,5.25,3.8,1,10
1,e4,5,b,SVO,RC,9,习惯,-,594,3.35,3.21,2,14
1,e4,5,b,SVO,RC,10,凉茶,-,568,1.4,1.4,2,19
1,e4,5,b,SVO,RC,11,因为,-,507,4.78,3.79,2,10
1,e4,5,b,SVO,RC,12,偏好,-,507,1.71,1.66,2,17
1,e4,5,b,SVO,RC,13,苦味。,-,557,0.48,0.48,2,16
1,e4,5,b,SVO,RC,?,Y,1,2567,,,,
1,e4,6,c,TSV,MC,0,这个,-,503,4.96,3.79,2,10
1,e4,6,c,TSV,MC,1,合资,-,556,0.85,0.78,2,16
1,e4,6,c,TSV,MC,2,项目,-,726,3.25,2.88,2,14
1,e4,6,c,TSV,MC,3,期待,-,666,3.24,3.09,2,21
1,e4,6,c,TSV,MC,4,共赢,-,470,2.17,2.17,2,23
1,e4,6,c,TSV,MC,5,的,-,491,6.23,3.8,1,8
1,e4,6,c,TSV,MC,6,人,-,478,5.29,3.8,1,2
1,e4,6,c,TSV,MC,7,同样,-,720,3.47,3.3,2,16
1,e4,6,c,TSV,MC,8,都,-,425,5.25,3.8,1,10
1,e4,6,c,TSV,MC,9,期待,-,508,3.24,3.09,2,21
1,e4,6,c,TSV,MC,10,参与,-,534,3.28,3.11,2,11
1,e4,6,c,TSV,MC,11,以便,-,575,2.52,2.48,2,13
1,e4,6,c,TSV,MC,12,获得,-,556,3.43,3.22,2,21
1,e4,6,c,TSV,MC,13,盈利。,-,2245,1.82,1.69,2,16
1,e4,6,c,TSV,MC,?,Y,1,2585,,,,
1,e4,7,a,TSV,RC,0,这种,-,545,4.16,3.69,2,16
1,e4,7,a,TSV,RC,1,慈善,-,508,3.06,2.66,2,25
1,e4,7,a,TSV,RC,2,组织,-,527,3.53,3.18,2,16
1,e4,7,a,TSV,RC,3,致力,-,449,2.23,2.19,2,12
1,e4,7,a,TSV,RC,4,参加,-,491,3.91,3.5,2,13
1,e4,7,a,TSV,RC,5,的,-,493,6.23,3.8,1,8
1,e4,7,a,TSV,RC,6,人,-,428,5.29,3.8,1,2
1,e4,7,a,TSV,RC,7,大多,-,461,2.31,2.27,2,9
1,e4,7,a,TSV,RC,8,都,-,442,5.25,3.8,1,10
1,e4,7,a,TSV,RC,9,致力,-,484,2.23,2.19,2,12
1,e4,7,a,TSV,RC,10,公益,-,474,1.82,1.72,2,14
1,e4,7,a,TSV,RC,11,以便,-,479,2.52,2.48,2,13
1,e4,7,a,TSV,RC,12,造福,-,454,1.48,1.42,2,23
1,e4,7,a,TSV,RC,13,社会。,-,574,3.26,3.05,2,13
1,e4,7,a,TSV,RC,?,N,1,1685,,,,
1,e4,8,b,SVO,RC,0,善于,-,526,2.46,2.41,2,15
1,e4,8,b,SVO,RC,1,接纳,-,611,2.08,2.03,2,18
1,e4,8,b,SVO,RC,2,这种,-,616,4.16,3.69,2,16
1,e4,8,b,SVO,RC,3,新生,-,572,2.41,2.31,2,18
1,e4,8,b,SVO,RC,4,事物,-,598,2.9,2.76,2,16
1,e4,8,b,SVO,RC,5,的,-,597,6.23,3.8,1,8
1,e4,8,b,SVO,RC,6,人,-,779,5.29,3.8,1,2
1,e4,8,b,SVO,RC,7,大多,-,446,2.31,2.27,2,9
1,e4,8,b,SVO,RC,8,都,-,1225,5.25,3.8,1,10
1,e4,8,b,SVO,RC,9,善于,-,721,2.46,2.41,2,15
1,e4,8,b,SVO,RC,10,交际,-,515,1.99,1.94,2,13
1,e4,8,b,SVO,RC,11,而且,-,454,4.29,3.71,2,11
1,e4,8,b,SVO,RC,12,勇于,-,449,1.79,1.75,2,12
1,e4,8,b,SVO,RC,13,挑战。,-,2229,3.3,2.94,2,18
1,e4,8,b,SVO,RC,?,N,1,2401,,,,
1,e4,9,c,TSV,MC,0,这套,-,453,3.64,3.64,2,17
1,e4,9,c,TSV,MC,1,开明,-,391,1.64,1.57,2,12
1,e4,9,c,TSV,MC,2,方案,-,485,2.8,2.6,2,14
1,e4,9,c,TSV,MC,3,提倡,-,1021,1.69,1.67,2,22
1,e4,9,c,TSV,MC,4,自治,-,501,1.53,1.43,2,14
1,e4,9,c,TSV,MC,5,的,-,415,6.23,3.8,1,8
1,e4,9,c,TSV,MC,6,人,-,410,5.29,3.8,1,2
1,e4,9,c,TSV,MC,7,大多,-,6272,2.31,2.27,2,9
1,e4,9,c,TSV,MC,8,都,-,438,5.25,3.8,1,10
1,e4,9,c,TSV,MC,9,提倡,-,466,1.69,1.67,2,22
1,e4,9,c,TSV,MC,10,采纳,-,466,1.94,1.88,2,15
1,e4,9,c,TSV,MC,11,以便,-,439,2.52,2.48,2,13
1,e4,9,c,TSV,MC,12,提高,-,611,2.83,2.75,2,22
1,e4,9,c,TSV,MC,13,效率。,-,1306,2.27,2.18,2,21
1,e4,9,c,TSV,MC,?,Y,1,2155,,,,
1,e4,10,a,TSV,RC,0,这项,-,446,2.44,2.37,2,16
1,e4,10,a,TSV,RC,1,枯燥,-,455,2.03,1.94,2,26
1,e4,10,a,TSV,RC,2,工作,-,465,4.48,3.72,2,10
1,e4,10,a,TSV,RC,3,乐于,-,1143,2.15,2.1,2,8
1,e4,10,a,TSV,RC,4,从事,-,500,2.6,2.52,2,12
1,e4,10,a,TSV,RC,5,的,-,472,6.23,3.8,1,8
1,e4,10,a,TSV,RC,6,人,-,407,5.29,3.8,1,2
1,e4,10,a,TSV,RC,7,常常,-,3060,2.87,2.79,2,22
1,e4,10,a,TSV,RC,8,也,-,483,5.12,3.79,1,3
1,e4,10,a,TSV,RC,9,乐于,-,422,2.15,2.1,2,8
1,e4,10,a,TSV,RC,10,科研,-,524,1.71,1.61,2,18
1,e4,10,a,TSV,RC,11,并且,-,542,3.64,3.33,2,11
1,e4,10,a,TSV,RC,12,安于,-,449,0.9,0.9,2,9
1,e4,10,a,TSV,RC,13,贫困。,-,1350,2.16,1.96,2,15
1,e4,10,a,TSV,RC,?,N,1,2233,,,,
1,e4,11,b,SVO,RC,0,倡导,-,399,1.43,1.4,2,16
1,e4,11,b,SVO,RC,1,开发,-,515,2.5,2.37,2,9
1,e4,11,b,SVO,RC,2,这种,-,544,4.16,3.69,2,16
1,e4,11,b,SVO,RC,3,智能,-,651,2.1,1.88,2,22
1,e4,11,b,SVO,RC,4,技术,-,726,3.33,3.12,2,12
1,e4,11,b,SVO,RC,5,的,-,590,6.23,3.8,1,8
1,e4,11,b,SVO,RC,6,人,-,356,5.29,3.8,1,2
1,e4,11,b,SVO,RC,7,通常,-,495,3.36,3.22,2,21
1,e4,11,b,SVO,RC,8,都,-,406,5.25,3.8,1,10
1,e4,11,b,SVO,RC,9,倡导,-,498,1.43,1.4,2,16
1,e4,11,b,SVO,RC,10,创新,-,452,2.19,2.08,2,19
1,e4,11,b,SVO,RC,11,以便,-,436,2.52,2.48,2,13
1,e4,11,b,SVO,RC,12,着眼,-,583,1.82,1.79,2,22
1,e4,11,b,SVO,RC,13,未来。,-,1441,3.54,3.23,2,12
1,e4,11,b,SVO,RC,?,N,1,2203,,,,
1,e4,12,c,TSV,MC,0,这支,-,402,3.64,3.64,2,11
1,e4,12,c,TSV,MC,1,多元,-,465,0.6,0.3,2,10
1,e4,12,c,TSV,MC,2,团队,-,460,3.14,2.83,2,10
1,e4,12,c,TSV,MC,3,推崇,-,591,1.46,1.43,2,22
1,e4,12,c,TSV,MC,4,合作,-,480,3.52,3.26,2,13
1,e4,12,c,TSV,MC,5,的,-,497,6.23,3.8,1,8
1,e4,12,c,TSV,MC,6,人,-,421,5.29,3.8,1,2
1,e4,12,c,TSV,MC,7,通常,-,502,3.36,3.22,2,21
1,e4,12,c,TSV,MC,8,都,-,476,5.25,3.8,1,10
1,e4,12,c,TSV,MC,9,推崇,-,473,1.46,1.43,2,22
1,e4,12,c,TSV,MC,10,组建,-,530,2.21,2.15,2,16
1,e4,12,c,TSV,MC,11,以便,-,453,2.52,2.48,2,13
1,e4,12,c,TSV,MC,12,取长,-,537,0.6,0.6,2,12
1,e4,12,c,TSV,MC,13,补短。,-,2142,0.6,0.6,2,19
1,e4,12,c,TSV,MC,?,N,1,2541,,,,
1,e4,13,a,TSV,RC,0,这次,-,501,3.55,3.36,2,13
1,e4,13,a,TSV,RC,1,公开,-,437,2.99,2.83,2,8
1,e4,13,a,TSV,RC,2,投票,-,445,3.57,2.82,2,18
1,e4,13,a,TSV,RC,3,支持,-,496,3.58,3.31,2,13
1,e4,13,a,TSV,RC,4,举行,-,474,3.03,2.89,2,15
1,e4,13,a,TSV,RC,5,的,-,2459,6.23,3.8,1,8
1,e4,13,a,TSV,RC,6,人,-,410,5.29,3.8,1,2
1,e4,13,a,TSV,RC,7,大多,-,499,2.31,2.27,2,9
1,e4,13,a,TSV,RC,8,都,-,499,5.25,3.8,1,10
1,e4,13,a,TSV,RC,9,支持,-,494,3.58,3.31,2,13
1,e4,13,a,TSV,RC,10,民主,-,434,2.58,2.32,2,10
1,e4,13,a,TSV,RC,11,而且,-,435,4.29,3.71,2,11
1,e4,13,a,TSV,RC,12,追求,-,432,2.88,2.78,2,16
1,e4,13,a,TSV,RC,13,公正。,-,2397,2.78,2.63,2,9
1,e4,13,a,TSV,RC,?,N,1,1463,,,,
1,e4,14,b,SVO,RC,0,注意,-,576,3.85,3.55,2,21
1,e4,14,b,SVO,RC,1,购买,-,453,2.57,2.48,2,14
1,e4,14,b,SVO,RC,2,这种,-,562,4.16,3.69,2,16
1,e4,14,b,SVO,RC,3,健康,-,694,3.34,3.13,2,21
1,e4,14,b,SVO,RC,4,食品,-,1618,2.83,2.67,2,18
1,e4,14,b,SVO,RC,5,的,-,486,6.23,3.8,1,8
1,e4,14,b,SVO,RC,6,人,-,456,5.29,3.8,1,2
1,e4,14,b,SVO,RC,7,大多,-,1413,2.31,2.27,2,9
1,e4,14,b,SVO,RC,8,都,-,629,5.25,3.8,1,10
1,e4,14,b,SVO,RC,9,注意,-,709,3.85,3.55,2,21
1,e4,14,b,SVO,RC,10,养生,-,600,0.7,0.7,2,14
1,e4,14,b,SVO,RC,11,而且,-,442,4.29,3.71,2,11
1,e4,14,b,SVO,RC,12,重视,-,447,2.46,2.4,2,17
1,e4,14,b,SVO,RC,13,品质。,-,489,2.31,2.21,2,17
1,e4,14,b,SVO,RC,?,N,1,2748,,,,
1,e4,15,c,TSV,MC,0,这类,-,437,3.63,3.63,2,16
1,e4,15,c,TSV,MC,1,集体,-,452,2.46,2.34,2,19
1,e4,15,c,TSV,MC,2,活动,-,533,3.45,3.22,2,15
1,e4,15,c,TSV,MC,3,不喜,-,666,4.01,4.01,2,16
1,e4,15,c,TSV,MC,4,社交,-,722,2.72,2.57,2,13
1,e4,15,c,TSV,MC,5,的,-,398,6.23,3.8,1,8
1,e4,15,c,TSV,MC,6,人,-,453,5.29,3.8,1,2
1,e4,15,c,TSV,MC,7,大多,-,508,2.31,2.27,2,9
1,e4,15,c,TSV,MC,8,都,-,1407,5.25,3.8,1,10
1,e4,15,c,TSV,MC,9,不喜,-,414,4.01,4.01,2,16
1,e4,15,c,TSV,MC,10,参加,-,943,3.91,3.5,2,13
1,e4,15,c,TSV,MC,11,因为,-,381,4.78,3.79,2,10
1,e4,15,c,TSV,MC,12,享受,-,389,3.49,3.29,2,16
1,e4,15,c,TSV,MC,13,独处。,-,577,2.48,2.4,2,14
1,e4,15,c,TSV,MC,?,Y,1,2468,,,,
1,e4,16,a,TSV,RC,0,这个,-,404,4.96,3.79,2,10
1,e4,16,a,TSV,RC,1,棘手,-,382,2.5,2.47,2,16
1,e4,16,a,TSV,RC,2,问题,-,365,4.52,3.77,2,21
1,e4,16,a,TSV,RC,3,避免,-,422,2.95,2.88,2,23
1,e4,16,a,TSV,RC,4,回答,-,415,3.61,3.36,2,18
1,e4,16,a,TSV,RC,5,的,-,441,6.23,3.8,1,8
1,e4,16,a,TSV,RC,6,人,-,450,5.29,3.8,1,2
1,e4,16,a,TSV,RC,7,通常,-,1587,3.36,3.22,2,21
1,e4,16,a,TSV,RC,8,都,-,399,5.25,3.8,1,10
1,e4,16,a,TSV,RC,9,避免,-,492,2.95,2.88,2,23
1,e4,16,a,TSV,RC,10,失言,-,383,1.08,1.08,2,12
1,e4,16,a,TSV,RC,11,而且,-,506,4.29,3.71,2,11
1,e4,16,a,TSV,RC,12,行事,-,486,2.8,2.73,2,14
1,e4,16,a,TSV,RC,13,谨慎。,-,2934,2.64,2.57,2,26
1,e4,16,a,TSV,RC,?,Y,1,1581,,,,
1,e4,17,b,SVO,RC,0,鼓励,-,428,2.8,2.73,2,20
1,e4,17,b,SVO,RC,1,扶持,-,455,1.71,1.64,2,16
1,e4,17,b,SVO,RC,2,这种,-,478,4.16,3.69,2,16
1,e4,17,b,SVO,RC,3,新兴,-,440,1.3,1.3,2,19
1,e4,17,b,SVO,RC,4,行业,-,468,2.68,2.53,2,11
1,e4,17,b,SVO,RC,5,的,-,422,6.23,3.8,1,8
1,e4,17,b,SVO,RC,6,人,-,443,5.29,3.8,1,2
1,e4,17,b,SVO,RC,7,大多,-,497,2.31,2.27,2,9
1,e4,17,b,SVO,RC,8,都,-,443,5.25,3.8,1,10
1,e4,17,b,SVO,RC,9,鼓励,-,484,2.8,2.73,2,20
1,e4,17,b,SVO,RC,10,创业,-,508,1.6,1.59,2,11
1,e4,17,b,SVO,RC,11,而且,-,1902,4.29,3.71,2,11
1,e4,17,b,SVO,RC,12,看好,-,563,2.42,2.37,2,15
1,e4,17,b,SVO,RC,13,前景。,-,694,2.06,2.01,2,21
1,e4,17,b,SVO,RC,?,N,1,2627,,,,
1,e4,18,c,TSV,MC,0,这种,-,399,4.16,3.69,2,16
1,e4,18,c,TSV,MC,1,锻炼,-,574,2.66,2.53,2,23
1,e4,18,c,TSV,MC,2,方式,-,542,3.67,3.43,2,10
1,e4,18,c,TSV,MC,3,愿意,-,437,3.96,3.59,2,27
1,e4,18,c,TSV,MC,4,健身,-,496,2.67,2.44,2,17
1,e4,18,c,TSV,MC,5,的,-,469,6.23,3.8,1,8
1,e4,18,c,TSV,MC,6,人,-,467,5.29,3.8,1,2
1,e4,18,c,TSV,MC,7,通常,-,1315,3.36,3.22,2,21
1,e4,18,c,TSV,MC,8,都,-,438,5.25,3.8,1,10
1,e4,18,c,TSV,MC,9,愿意,-,379,3.96,3.59,2,27
1,e4,18,c,TSV,MC,10,选择,-,505,3.9,3.53,2,17
1,e4,18,c,TSV,MC,11,以便,-,478,2.52,2.48,2,13
1,e4,18,c,TSV,MC,12,延缓,-,527,1.71,1.63,2,18
1,e4,18,c,TSV,MC,13,衰老。,-,1128,2.03,1.9,2,16
1,e4,18,c,TSV,MC,?,Y,1,1520,,,,
1,e4,19,a,TSV,RC,0,这类,-,409,3.63,3.63,2,16
1,e4,19,a,TSV,RC,1,安全,-,565,3.98,3.52,2,12
1,e4,19,a,TSV,RC,2,问题,-,449,4.52,3.77,2,21
1,e4,19,a,TSV,RC,3,关注,-,454,3.14,3,2,14
1,e4,19,a,TSV,RC,4,解决,-,461,3.77,3.47,2,19
1,e4,19,a,TSV,RC,5,的,-,439,6.23,3.8,1,8
1,e4,19,a,TSV,RC,6,人,-,1908,5.29,3.8,1,2
1,e4,19,a,TSV,RC,7,通常,-,558,3.36,3.22,2,21
1,e4,19,a,TSV,RC,8,都,-,2415,5.25,3.8,1,10
1,e4,19,a,TSV,RC,9,关注,-,467,3.14,3,2,14
1,e4,19,a,TSV,RC,10,民生,-,449,1.2,0.3,2,10
1,e4,19,a,TSV,RC,11,因为,-,523,4.78,3.79,2,10
1,e4,19,a,TSV,RC,12,心系,-,550,2.17,2.17,2,11
1,e4,19,a,TSV,RC,13,百姓。,-,831,2.13,2,2,14
1,e4,19,a,TSV,RC,?,N,1,3287,,,,
1,e4,20,b,SVO,RC,0,注重,-,602,2.13,2.1,2,17
1,e4,20,b,SVO,RC,1,培养,-,463,2.54,2.47,2,20
1,e4,20,b,SVO,RC,2,这种,-,599,4.16,3.69,2,16
1,e4,20,b,SVO,RC,3,思维,-,628,2.56,2.44,2,20
1,e4,20,b,SVO,RC,4,能力,-,686,3.62,3.28,2,12
1,e4,20,b,SVO,RC,5,的,-,571,6.23,3.8,1,8
1,e4,20,b,SVO,RC,6,人,-,1198,5.29,3.8,1,2
1,e4,20,b,SVO,RC,7,通常,-,551,3.36,3.22,2,21
1,e4,20,b,SVO,RC,8,都,-,517,5.25,3.8,1,10
1,e4,20,b,SVO,RC,9,注重,-,530,2.13,2.1,2,17
1,e4,20,b,SVO,RC,10,实践,-,618,2.18,2.12,2,20
1,e4,20,b,SVO,RC,11,而且,-,673,4.29,3.71,2,11
1,e4,20,b,SVO,RC,12,看重,-,626,2.15,2.11,2,18
1,e4,20,b,SVO,RC,13,经验。,-,1728,3.17,3.03,2,18
1,e4,20,b,SVO,RC,?,Y,1,1667,,,,
1,e4,21,c,TSV,MC,0,这款,-,490,3.63,3.63,2,19
1,e4,21,c,TSV,MC,1,网络,-,522,2.99,2.76,2,15
1,e4,21,c,TSV,MC,2,游戏,-,438,3.76,3.34,2,18
1,e4,21,c,TSV,MC,3,热衷,-,483,2.22,2.18,2,20
1,e4,21,c,TSV,MC,4,电玩,-,486,2.34,2.34,2,13
1,e4,21,c,TSV,MC,5,的,-,519,6.23,3.8,1,8
1,e4,21,c,TSV,MC,6,人,-,392,5.29,3.8,1,2
1,e4,21,c,TSV,MC,7,通常,-,1636,3.36,3.22,2,21
1,e4,21,c,TSV,MC,8,都,-,416,5.25,3.8,1,10
1,e4,21,c,TSV,MC,9,热衷,-,524,2.22,2.18,2,20
1,e4,21,c,TSV,MC,10,追逐,-,421,2.38,2.29,2,19
1,e4,21,c,TSV,MC,11,而且,-,567,4.29,3.71,2,11
1,e4,21,c,TSV,MC,12,喜欢,-,446,4.66,3.77,2,18
1,e4,21,c,TSV,MC,13,联机。,-,483,1.11,0.85,2,18
1,e4,21,c,TSV,MC,?,N,1,4443,,,,
1,e4,22,a,TSV,RC,0,这项,-,495,2.44,2.37,2,16
1,e4,22,a,TSV,RC,1,预约,-,416,2.83,2.67,2,16
1,e4,22,a,TSV,RC,2,服务,-,428,3.38,3.17,2,13
1,e4,22,a,TSV,RC,3,乐意,-,418,3.24,3.13,2,18
1,e4,22,a,TSV,RC,4,使用,-,591,3.48,3.25,2,13
1,e4,22,a,TSV,RC,5,的,-,452,6.23,3.8,1,8
1,e4,22,a,TSV,RC,6,人,-,399,5.29,3.8,1,2
1,e4,22,a,TSV,RC,7,通常,-,495,3.36,3.22,2,21
1,e4,22,a,TSV,RC,8,都,-,389,5.25,3.8,1,10
1,e4,22,a,TSV,RC,9,乐意,-,2175,3.24,3.13,2,18
1,e4,22,a,TSV,RC,10,上网,-,511,2.51,2.42,2,9
1,e4,22,a,TSV,RC,11,因为,-,400,4.78,3.79,2,10
1,e4,22,a,TSV,RC,12,觉得,-,400,4.71,3.78,2,20
1,e4,22,a,TSV,RC,13,高效。,-,546,1.82,1.68,2,20
1,e4,22,a,TSV,RC,?,Y,1,5956,,,,
1,e4,23,b,SVO,RC,0,喜欢,-,501,4.66,3.77,2,18
1,e4,23,b,SVO,RC,1,佩戴,-,501,1.63,1.56,2,25
1,e4,23,b,SVO,RC,2,这款,-,422,3.63,3.63,2,19
1,e4,23,b,SVO,RC,3,民族,-,579,2.41,2.25,2,16
1,e4,23,b,SVO,RC,4,配饰,-,445,1.61,1.34,2,18
1,e4,23,b,SVO,RC,5,的,-,434,6.23,3.8,1,8
1,e4,23,b,SVO,RC,6,人,-,365,5.29,3.8,1,2
1,e4,23,b,SVO,RC,7,通常,-,381,3.36,3.22,2,21
1,e4,23,b,SVO,RC,8,也,-,394,5.12,3.79,1,3
1,e4,23,b,SVO,RC,9,喜欢,-,407,4.66,3.77,2,18
1,e4,23,b,SVO,RC,10,藏袍,-,411,1.79,1.79,2,27
1,e4,23,b,SVO,RC,11,并且,-,421,3.64,3.33,2,11
1,e4,23,b,SVO,RC,12,酷爱,-,384,1.4,1.4,2,24
1,e4,23,b,SVO,RC,13,旅游。,-,1304,2.67,2.56,2,22
1,e4,23,b,SVO,RC,?,N,1,1710,,,,
1,e4,24,c,TSV,MC,0,这款,-,779,3.63,3.63,2,19
1,e4,24,c,TSV,MC,1,高端,-,512,0,0,2,24
1,e4,24,c,TSV,MC,2,产品,-,403,2.94,2.68,2,15
1,e4,24,c,TSV,MC,3,负责,-,536,3.61,3.35,2,14
1,e4,24,c,TSV,MC,4,售后,-,448,0.48,0.3,2,17
1,e4,24,c,TSV,MC,5,的,-,443,6.23,3.8,1,8
1,e4,24,c,TSV,MC,6,人,-,422,5.29,3.8,1,2
1,e4,24,c,TSV,MC,7,同样,-,2431,3.47,3.3,2,16
1,e4,24,c,TSV,MC,8,也,-,914,5.12,3.79,1,3
1,e4,24,c,TSV,MC,9,负责,-,491,3.61,3.35,2,14
1,e4,24,c,TSV,MC,10,销售,-,560,2.79,2.62,2,23
1,e4,24,c,TSV,MC,11,以便,-,474,2.52,2.48,2,13
1,e4,24,c,TSV,MC,12,建立,-,440,3.13,3,2,13
1,e4,24,c,TSV,MC,13,口碑。,-,546,1.38,1.36,2,16
1,e4,24,c,TSV,MC,?,Y,1,6299,,,,
2,e4,1,b,SVO,RC,0,敢于,-,293,1.93,1.89,2,14
2,e4,1,b,SVO,RC,1,参加,-,278,3.91,3.5,2,13
2,e4,1,b,SVO,RC,2,这项,-,255,2.44,2.37,2,16
2,e4,1,b,SVO,RC,3,极限,-,229,2.47,2.37,2,15
2,e4,1,b,SVO,RC,4,运动,-,235,3.28,3.04,2,13
2,e4,1,b,SVO,RC,5,的,-,189,6.23,3.8,1,8
2,e4,1,b,SVO,RC,6,人,-,219,5.29,3.8,1,2
2,e4,1,b,SVO,RC,7,通常,-,191,3.36,3.22,2,21
2,e4,1,b,SVO,RC,8,都,-,170,5.25,3.8,1,10
2,e4,1,b,SVO,RC,9,敢于,-,180,1.93,1.89,2,14
2,e4,1,b,SVO,RC,10,冒险,-,175,3.25,3.08,2,18
2,e4,1,b,SVO,RC,11,而且,-,178,4.29,3.71,2,11
2,e4,1,b,SVO,RC,12,玩得,-,166,3.25,3.25,2,19
2,e4,1,b,SVO,RC,13,尽兴。,-,412,2.1,2.05,2,12
2,e4,1,b,SVO,RC,?,Y,1,1448,,,,
2,e4,2,c,TSV,MC,0,这项,-,213,2.44,2.37,2,16
2,e4,2,c,TSV,MC,1,创意,-,219,2.77,2.53,2,19
2,e4,2,c,TSV,MC,2,展览,-,298,2.4,2.2,2,19
2,e4,2,c,TSV,MC,3,喜爱,-,203,2.68,2.58,2,22
2,e4,2,c,TSV,MC,4,艺术,-,168,3.16,2.91,2,9
